paper_title,author_links,author_stats
Contrastive Explanations for Reinforcement Learning via Embedded Self Predictions,"['https://www.semanticscholar.org/author/Kim-Ho-Lam/1994242532', 'https://www.semanticscholar.org/author/Alan-Fern/145841336', 'https://www.semanticscholar.org/author/Zhengxian-Lin/1519577382']","[{'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '225', 'h-index': '37', 'Citations': '4,980', 'Highly Influential Citations': '346'}, {'Publications': '2', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}]"
Calibration of Neural Networks using Splines,"['https://www.semanticscholar.org/author/Thalaiyasingam-Ajanthan/2271593', 'https://www.semanticscholar.org/author/Amir-M.-Rahimi/104610936', 'https://www.semanticscholar.org/author/C.-Sminchisescu/1781120', 'https://www.semanticscholar.org/author/R.-Hartley/143750012', 'https://www.semanticscholar.org/author/Thomas-Mensink/1722052', 'https://www.semanticscholar.org/author/Kartik-Gupta/1491124544']","[{'Publications': '5', 'h-index': '2', 'Citations': '88', 'Highly Influential Citations': '19'}, {'Publications': '23', 'h-index': '8', 'Citations': '133', 'Highly Influential Citations': '8'}, {'Publications': '178', 'h-index': '50', 'Citations': '10,429', 'Highly Influential Citations': '976'}, {'Publications': '340', 'h-index': '70', 'Citations': '20,578', 'Highly Influential Citations': '1,371'}, {'Publications': '98', 'h-index': '25', 'Citations': '6,736', 'Highly Influential Citations': '900'}, {'Publications': '26', 'h-index': '7', 'Citations': '148', 'Highly Influential Citations': '28'}]"
Global Convergence of Three-layer Neural Networks in the Mean Field Regime,"['https://www.semanticscholar.org/author/Phan-Minh-Nguyen/3128582', 'https://www.semanticscholar.org/author/Huy-Tuan-Pham/145668653']","[{'Publications': '18', 'h-index': '7', 'Citations': '586', 'Highly Influential Citations': '63'}, {'Publications': '20', 'h-index': '3', 'Citations': '53', 'Highly Influential Citations': '4'}]"
Generalized Variational Continual Learning,"['https://www.semanticscholar.org/author/Richard-E.-Turner/145369890', 'https://www.semanticscholar.org/author/Noel-Loo/2028788047', 'https://www.semanticscholar.org/author/Siddharth-Swaroop/15187083']","[{'Publications': '158', 'h-index': '36', 'Citations': '4,384', 'Highly Influential Citations': '485'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '11', 'h-index': '4', 'Citations': '146', 'Highly Influential Citations': '14'}]"
A Good Image Generator Is What You Need for High-Resolution Video Synthesis,"['https://www.semanticscholar.org/author/S.-Tulyakov/145582202', 'https://www.semanticscholar.org/author/Jian-Ren/144139198']","[{'Publications': '104', 'h-index': '22', 'Citations': '2,059', 'Highly Influential Citations': '222'}, {'Publications': '11', 'h-index': '2', 'Citations': '20', 'Highly Influential Citations': '0'}]"
Optimal Regularization can Mitigate Double Descent,"['https://www.semanticscholar.org/author/Prayaag-Venkat/32333718', 'https://www.semanticscholar.org/author/S.-Kakade/144695232', 'https://www.semanticscholar.org/author/Preetum-Nakkiran/2181918', 'https://www.semanticscholar.org/author/Tengyu-Ma/1901958']","[{'Publications': '5', 'h-index': '3', 'Citations': '67', 'Highly Influential Citations': '12'}, {'Publications': '221', 'h-index': '68', 'Citations': '19,092', 'Highly Influential Citations': '2,573'}, {'Publications': '31', 'h-index': '10', 'Citations': '701', 'Highly Influential Citations': '62'}, {'Publications': '179', 'h-index': '40', 'Citations': '5,942', 'Highly Influential Citations': '788'}]"
Stochastic Security: Adversarial Defense Using Long-Run Dynamics of Energy-Based Models,"['https://www.semanticscholar.org/author/Mitch-Hill/36143970', 'https://www.semanticscholar.org/author/Song-Chun-Zhu/145380991', 'https://www.semanticscholar.org/author/Jonathan-Mitchell/2115537105']","[{'Publications': '8', 'h-index': '4', 'Citations': '143', 'Highly Influential Citations': '20'}, {'Publications': '512', 'h-index': '71', 'Citations': '19,990', 'Highly Influential Citations': '1,180'}, {'Publications': '2', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '1'}]"
HyperDynamics: Meta-Learning Object and Agent Dynamics with Hypernetworks,"['https://www.semanticscholar.org/author/H.-Tung/1693704', 'https://www.semanticscholar.org/author/Zhou-Xian/2060151696', 'https://www.semanticscholar.org/author/Emmanouil-Antonios-Platanios/144888672', 'https://www.semanticscholar.org/author/Shamit-Lal/1845916500', 'https://www.semanticscholar.org/author/Katerina-Fragkiadaki/1705557']","[{'Publications': '28', 'h-index': '9', 'Citations': '636', 'Highly Influential Citations': '53'}, {'Publications': '3', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '1'}, {'Publications': '28', 'h-index': '8', 'Citations': '909', 'Highly Influential Citations': '81'}, {'Publications': '10', 'h-index': '3', 'Citations': '29', 'Highly Influential Citations': '4'}, {'Publications': '58', 'h-index': '17', 'Citations': '2,597', 'Highly Influential Citations': '253'}]"
Do Wide and Deep Networks Learn the Same Things? Uncovering How Neural Network Representations Vary with Width and Depth,"['https://www.semanticscholar.org/author/M.-Raghu/40297238', 'https://www.semanticscholar.org/author/Simon-Kornblith/40464924']","[{'Publications': '25', 'h-index': '13', 'Citations': '1,938', 'Highly Influential Citations': '246'}, {'Publications': '54', 'h-index': '16', 'Citations': '3,696', 'Highly Influential Citations': '823'}]"
SaliencyMix: A Saliency Guided Data Augmentation Strategy for Better Regularization,"['https://www.semanticscholar.org/author/S.-Bae/40547898', 'https://www.semanticscholar.org/author/M.-Monira/1734835454', 'https://www.semanticscholar.org/author/TaeChoong-Chung/1996474', 'https://www.semanticscholar.org/author/Wheemyung-Shin/1734835794', 'https://www.semanticscholar.org/author/A.-Uddin/101839195']","[{'Publications': '83', 'h-index': '14', 'Citations': '579', 'Highly Influential Citations': '42'}, {'Publications': '4', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '1'}, {'Publications': '96', 'h-index': '12', 'Citations': '518', 'Highly Influential Citations': '22'}, {'Publications': '2', 'h-index': '1', 'Citations': '11', 'Highly Influential Citations': '1'}, {'Publications': '6', 'h-index': '2', 'Citations': '15', 'Highly Influential Citations': '2'}]"
Representation learning for improved interpretability and classification accuracy of clinical factors from EEG,"['https://www.semanticscholar.org/author/I.-Higgins/39051054', 'https://www.semanticscholar.org/author/G.-Hajcak/2521844', 'https://www.semanticscholar.org/author/Garrett-Honke/3359924']","[{'Publications': '29', 'h-index': '14', 'Citations': '3,427', 'Highly Influential Citations': '480'}, {'Publications': '307', 'h-index': '78', 'Citations': '22,762', 'Highly Influential Citations': '1,724'}, {'Publications': '15', 'h-index': '4', 'Citations': '77', 'Highly Influential Citations': '4'}]"
Model-Based Visual Planning with Self-Supervised Functional Distances,"['https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Stephen-Tian/71692259', 'https://www.semanticscholar.org/author/Suraj-Nair/4734949']","[{'Publications': '422', 'h-index': '96', 'Citations': '42,371', 'Highly Influential Citations': '5,538'}, {'Publications': '7', 'h-index': '5', 'Citations': '160', 'Highly Influential Citations': '5'}, {'Publications': '23', 'h-index': '9', 'Citations': '314', 'Highly Influential Citations': '20'}]"
Improving Zero-Shot Voice Style Transfer via Disentangled Representation Learning,"['https://www.semanticscholar.org/author/Pengyu-Cheng/1845861509', 'https://www.semanticscholar.org/author/Siyang-Yuan/2087092426', 'https://www.semanticscholar.org/author/Zhe-Gan/144702900', 'https://www.semanticscholar.org/author/L.-Carin/145006560', 'https://www.semanticscholar.org/author/Ruiyi-Zhang/1390533012', 'https://www.semanticscholar.org/author/Weituo-Hao/3314779']","[{'Publications': '6', 'h-index': '2', 'Citations': '8', 'Highly Influential Citations': '0'}, {'Publications': '8', 'h-index': '2', 'Citations': '20', 'Highly Influential Citations': '1'}, {'Publications': '110', 'h-index': '33', 'Citations': '4,281', 'Highly Influential Citations': '629'}, {'Publications': '925', 'h-index': '78', 'Citations': '27,481', 'Highly Influential Citations': '2,343'}, {'Publications': '23', 'h-index': '4', 'Citations': '63', 'Highly Influential Citations': '7'}, {'Publications': '11', 'h-index': '3', 'Citations': '122', 'Highly Influential Citations': '17'}]"
Image GANs meet Differentiable Rendering for Inverse Graphics and Interpretable 3D Neural Rendering,"['https://www.semanticscholar.org/author/Wenzheng-Chen/47483054', 'https://www.semanticscholar.org/author/Yuxuan-Zhang/2108078171', 'https://www.semanticscholar.org/author/S.-Fidler/37895334']","[{'Publications': '18', 'h-index': '9', 'Citations': '544', 'Highly Influential Citations': '46'}, {'Publications': '6', 'h-index': '4', 'Citations': '55', 'Highly Influential Citations': '4'}, {'Publications': '185', 'h-index': '56', 'Citations': '14,969', 'Highly Influential Citations': '1,893'}]"
BERTology Meets Biology: Interpreting Attention in Protein Language Models,"['https://www.semanticscholar.org/author/Caiming-Xiong/2228109', 'https://www.semanticscholar.org/author/Jesse-Vig/2056908', 'https://www.semanticscholar.org/author/Ali-Madani/145822841', 'https://www.semanticscholar.org/author/R.-Socher/2166511', 'https://www.semanticscholar.org/author/L.-Varshney/1697944', 'https://www.semanticscholar.org/author/Nazneen-Rajani/8937909']","[{'Publications': '197', 'h-index': '42', 'Citations': '10,258', 'Highly Influential Citations': '1,694'}, {'Publications': '22', 'h-index': '12', 'Citations': '1,157', 'Highly Influential Citations': '91'}, {'Publications': '21', 'h-index': '10', 'Citations': '485', 'Highly Influential Citations': '8'}, {'Publications': '196', 'h-index': '60', 'Citations': '75,602', 'Highly Influential Citations': '12,409'}, {'Publications': '298', 'h-index': '26', 'Citations': '5,043', 'Highly Influential Citations': '329'}, {'Publications': '39', 'h-index': '11', 'Citations': '478', 'Highly Influential Citations': '63'}]"
SMiRL: Surprise Minimizing Reinforcement Learning in Unstable Environments,"['https://www.semanticscholar.org/author/Daniel-Geng/1381359648', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/G.-Berseth/2994035']","[{'Publications': '7', 'h-index': '2', 'Citations': '20', 'Highly Influential Citations': '3'}, {'Publications': '422', 'h-index': '96', 'Citations': '42,371', 'Highly Influential Citations': '5,538'}, {'Publications': '52', 'h-index': '12', 'Citations': '930', 'Highly Influential Citations': '34'}]"
AdamP: Slowing Down the Slowdown for Momentum Optimizers on Scale-invariant Weights,"['https://www.semanticscholar.org/author/Byeongho-Heo/3086596', 'https://www.semanticscholar.org/author/Sanghyuk-Chun/2647582', 'https://www.semanticscholar.org/author/Jung-Woo-Ha/2112436632']","[{'Publications': '25', 'h-index': '10', 'Citations': '387', 'Highly Influential Citations': '57'}, {'Publications': '26', 'h-index': '12', 'Citations': '861', 'Highly Influential Citations': '191'}, {'Publications': '13', 'h-index': '3', 'Citations': '34', 'Highly Influential Citations': '2'}]"
Off-Dynamics Reinforcement Learning: Training for Transfer with Domain Classifiers,"['https://www.semanticscholar.org/author/Benjamin-Eysenbach/8140754', 'https://www.semanticscholar.org/author/Swapnil-Asawa/1753866191', 'https://www.semanticscholar.org/author/R.-Salakhutdinov/145124475', 'https://www.semanticscholar.org/author/S.-Chaudhari/143965735', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651']","[{'Publications': '29', 'h-index': '11', 'Citations': '838', 'Highly Influential Citations': '98'}, {'Publications': '1', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '288', 'h-index': '90', 'Citations': '93,044', 'Highly Influential Citations': '9,995'}, {'Publications': '12', 'h-index': '4', 'Citations': '50', 'Highly Influential Citations': '2'}, {'Publications': '422', 'h-index': '96', 'Citations': '42,371', 'Highly Influential Citations': '5,538'}]"
Deployment-Efficient Reinforcement Learning via Model-Based Offline Optimization,"['https://www.semanticscholar.org/author/Shixiang-Gu/2046135', 'https://www.semanticscholar.org/author/Y.-Matsuo/49484314', 'https://www.semanticscholar.org/author/Hiroki-Furuta/2052903664', 'https://www.semanticscholar.org/author/Ofir-Nachum/7624658', 'https://www.semanticscholar.org/author/T.-Matsushima/145930468']","[{'Publications': '42', 'h-index': '23', 'Citations': '5,820', 'Highly Influential Citations': '708'}, {'Publications': '319', 'h-index': '39', 'Citations': '9,863', 'Highly Influential Citations': '596'}, {'Publications': '4', 'h-index': '1', 'Citations': '22', 'Highly Influential Citations': '5'}, {'Publications': '55', 'h-index': '20', 'Citations': '2,100', 'Highly Influential Citations': '307'}, {'Publications': '11', 'h-index': '2', 'Citations': '27', 'Highly Influential Citations': '6'}]"
C-Learning: Learning to Achieve Goals via Recursive Classification,"['https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Benjamin-Eysenbach/8140754', 'https://www.semanticscholar.org/author/R.-Salakhutdinov/145124475']","[{'Publications': '422', 'h-index': '96', 'Citations': '42,371', 'Highly Influential Citations': '5,538'}, {'Publications': '29', 'h-index': '11', 'Citations': '838', 'Highly Influential Citations': '98'}, {'Publications': '288', 'h-index': '90', 'Citations': '93,044', 'Highly Influential Citations': '9,995'}]"
Vulnerability-Aware Poisoning Mechanism for Online RL with Unknown Dynamics,"['https://www.semanticscholar.org/author/Furong-Huang/40070055', 'https://www.semanticscholar.org/author/Yanchao-Sun/120738683']","[{'Publications': '72', 'h-index': '14', 'Citations': '1,406', 'Highly Influential Citations': '181'}, {'Publications': '7', 'h-index': '3', 'Citations': '33', 'Highly Influential Citations': '2'}]"
Conditionally Adaptive Multi-Task Learning: Improving Transfer Learning in NLP Using Fewer Parameters & Less Data,"['https://www.semanticscholar.org/author/C.-Pal/1972076', 'https://www.semanticscholar.org/author/Jonathan-Pilault/104354626', 'https://www.semanticscholar.org/author/Amine-Elhattami/1955991209']","[{'Publications': '137', 'h-index': '37', 'Citations': '10,794', 'Highly Influential Citations': '950'}, {'Publications': '8', 'h-index': '2', 'Citations': '61', 'Highly Influential Citations': '10'}, {'Publications': '1', 'h-index': '1', 'Citations': '7', 'Highly Influential Citations': '2'}]"
Robust and Generalizable Visual Representation Learning via Random Convolutions,"['https://www.semanticscholar.org/author/Junlin-Yang/46478443', 'https://www.semanticscholar.org/author/Deyi-Liu/1768360507', 'https://www.semanticscholar.org/author/Zhenlin-Xu/145160032', 'https://www.semanticscholar.org/author/M.-Niethammer/1695046']","[{'Publications': '17', 'h-index': '6', 'Citations': '121', 'Highly Influential Citations': '15'}, {'Publications': '9', 'h-index': '3', 'Citations': '23', 'Highly Influential Citations': '2'}, {'Publications': '18', 'h-index': '5', 'Citations': '160', 'Highly Influential Citations': '14'}, {'Publications': '233', 'h-index': '37', 'Citations': '5,731', 'Highly Influential Citations': '339'}]"
Planning from Pixels using Inverse Dynamics Models,"['https://www.semanticscholar.org/author/Sheila-A.-McIlraith/1683896', 'https://www.semanticscholar.org/author/Keiran-Paster/73775191', 'https://www.semanticscholar.org/author/Jimmy-Ba/2503659']","[{'Publications': '225', 'h-index': '49', 'Citations': '14,712', 'Highly Influential Citations': '1,015'}, {'Publications': '2', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '65', 'h-index': '28', 'Citations': '81,367', 'Highly Influential Citations': '13,028'}]"
Efficient Transformers in Reinforcement Learning using Actor-Learner Distillation,"['https://www.semanticscholar.org/author/Emilio-Parisotto/3166516', 'https://www.semanticscholar.org/author/R.-Salakhutdinov/145124475']","[{'Publications': '19', 'h-index': '11', 'Citations': '1,328', 'Highly Influential Citations': '116'}, {'Publications': '288', 'h-index': '90', 'Citations': '93,044', 'Highly Influential Citations': '9,995'}]"
Influence Functions in Deep Learning Are Fragile,"['https://www.semanticscholar.org/author/Philip-Pope/94252503', 'https://www.semanticscholar.org/author/S.-Feizi/34389431', 'https://www.semanticscholar.org/author/S.-Basu/152785197']","[{'Publications': '2', 'h-index': '2', 'Citations': '24', 'Highly Influential Citations': '2'}, {'Publications': '109', 'h-index': '22', 'Citations': '5,685', 'Highly Influential Citations': '416'}, {'Publications': '8', 'h-index': '4', 'Citations': '73', 'Highly Influential Citations': '16'}]"
Multi-Prize Lottery Ticket Hypothesis: Finding Accurate Binary Neural Networks by Pruning A Randomly Weighted Network,"['https://www.semanticscholar.org/author/B.-Kailkhura/1749353', 'https://www.semanticscholar.org/author/James-Diffenderfer/7753616']","[{'Publications': '96', 'h-index': '19', 'Citations': '910', 'Highly Influential Citations': '48'}, {'Publications': '9', 'h-index': '2', 'Citations': '28', 'Highly Influential Citations': '1'}]"
Understanding the effects of data parallelism and sparsity on neural network training,"['https://www.semanticscholar.org/author/Namhoon-Lee/2702448', 'https://www.semanticscholar.org/author/Martin-Jaggi/2456863', 'https://www.semanticscholar.org/author/Thalaiyasingam-Ajanthan/144722114', 'https://www.semanticscholar.org/author/Philip-H.-S.-Torr/143635540']","[{'Publications': '15', 'h-index': '10', 'Citations': '1,467', 'Highly Influential Citations': '281'}, {'Publications': '138', 'h-index': '34', 'Citations': '6,435', 'Highly Influential Citations': '909'}, {'Publications': '34', 'h-index': '9', 'Citations': '778', 'Highly Influential Citations': '158'}, {'Publications': '355', 'h-index': '74', 'Citations': '29,934', 'Highly Influential Citations': '4,760'}]"
Scalable Learning and MAP Inference for Nonsymmetric Determinantal Point Processes,"['https://www.semanticscholar.org/author/Jennifer-Gillenwater/144340937', 'https://www.semanticscholar.org/author/Mike-Gartrell/2478817', 'https://www.semanticscholar.org/author/Victor-Emmanuel-Brunel/46242066', 'https://www.semanticscholar.org/author/Elvis-Dohmatob/2178640', 'https://www.semanticscholar.org/author/Insu-Han/2237714']","[{'Publications': '27', 'h-index': '11', 'Citations': '1,084', 'Highly Influential Citations': '144'}, {'Publications': '48', 'h-index': '13', 'Citations': '930', 'Highly Influential Citations': '47'}, {'Publications': '33', 'h-index': '8', 'Citations': '200', 'Highly Influential Citations': '18'}, {'Publications': '52', 'h-index': '12', 'Citations': '663', 'Highly Influential Citations': '34'}, {'Publications': '13', 'h-index': '5', 'Citations': '149', 'Highly Influential Citations': '25'}]"
Mixed-Features Vectors and Subspace Splitting,"['https://www.semanticscholar.org/author/Daniel-L.-Pimentel-Alarc%C3%B3n/1411287584', 'https://www.semanticscholar.org/author/Alejandro-Pimentel-Alarc%C3%B3n/2114811249']","[{'Publications': '30', 'h-index': '9', 'Citations': '266', 'Highly Influential Citations': '34'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Conditional Negative Sampling for Contrastive Learning of Visual Representations,"['https://www.semanticscholar.org/author/Mike-Wu/1700653', 'https://www.semanticscholar.org/author/Chengxu-Zhuang/2117357', 'https://www.semanticscholar.org/author/Noah-D.-Goodman/144002017', 'https://www.semanticscholar.org/author/M.-Mosse/83220143', 'https://www.semanticscholar.org/author/D.-Yamins/40657572']","[{'Publications': '29', 'h-index': '8', 'Citations': '410', 'Highly Influential Citations': '52'}, {'Publications': '15', 'h-index': '7', 'Citations': '404', 'Highly Influential Citations': '31'}, {'Publications': '257', 'h-index': '54', 'Citations': '11,288', 'Highly Influential Citations': '756'}, {'Publications': '6', 'h-index': '3', 'Citations': '46', 'Highly Influential Citations': '3'}, {'Publications': '73', 'h-index': '15', 'Citations': '1,323', 'Highly Influential Citations': '79'}]"
BREEDS: Benchmarks for Subpopulation Shift,"['https://www.semanticscholar.org/author/A.-Madry/143826246', 'https://www.semanticscholar.org/author/D.-Tsipras/2754804', 'https://www.semanticscholar.org/author/Shibani-Santurkar/2852106']","[{'Publications': '93', 'h-index': '37', 'Citations': '9,731', 'Highly Influential Citations': '1,926'}, {'Publications': '37', 'h-index': '21', 'Citations': '7,267', 'Highly Influential Citations': '1,673'}, {'Publications': '30', 'h-index': '18', 'Citations': '2,898', 'Highly Influential Citations': '315'}]"
Lifelong Learning of Compositional Structures,"['https://www.semanticscholar.org/author/Eric-Eaton/144020269', 'https://www.semanticscholar.org/author/Jorge-Armando-Mendez-Mendez/118519138']","[{'Publications': '78', 'h-index': '19', 'Citations': '1,436', 'Highly Influential Citations': '112'}, {'Publications': '8', 'h-index': '2', 'Citations': '22', 'Highly Influential Citations': '4'}]"
Integrating Categorical Semantics into Unsupervised Domain Translation,"['https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Samuel-Lavoie-Marchildon/1412884705', 'https://www.semanticscholar.org/author/Faruk-Ahmed/2054472270']","[{'Publications': '229', 'h-index': '76', 'Citations': '88,613', 'Highly Influential Citations': '10,754'}, {'Publications': '5', 'h-index': '2', 'Citations': '800', 'Highly Influential Citations': '151'}, {'Publications': '11', 'h-index': '5', 'Citations': '4,986', 'Highly Influential Citations': '1,065'}]"
DiffWave: A Versatile Diffusion Model for Audio Synthesis,"['https://www.semanticscholar.org/author/Kexin-Zhao/47302988', 'https://www.semanticscholar.org/author/Bryan-Catanzaro/2301680', 'https://www.semanticscholar.org/author/Jiaji-Huang/34060310', 'https://www.semanticscholar.org/author/Wei-Ping/2056440915', 'https://www.semanticscholar.org/author/Zhifeng-Kong/33470361']","[{'Publications': '6', 'h-index': '6', 'Citations': '153', 'Highly Influential Citations': '23'}, {'Publications': '85', 'h-index': '33', 'Citations': '13,662', 'Highly Influential Citations': '1,527'}, {'Publications': '28', 'h-index': '10', 'Citations': '383', 'Highly Influential Citations': '47'}, {'Publications': '29', 'h-index': '15', 'Citations': '1,447', 'Highly Influential Citations': '161'}, {'Publications': '13', 'h-index': '3', 'Citations': '73', 'Highly Influential Citations': '14'}]"
Learning Task Decomposition with Ordered Memory Policy Network,"['https://www.semanticscholar.org/author/Siyuan-Zhou/2108884952', 'https://www.semanticscholar.org/author/J.-Tenenbaum/1763295', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Yikang-Shen/2714199', 'https://www.semanticscholar.org/author/Chuang-Gan/2056157586']","[{'Publications': '11', 'h-index': '5', 'Citations': '158', 'Highly Influential Citations': '28'}, {'Publications': '688', 'h-index': '99', 'Citations': '54,133', 'Highly Influential Citations': '4,402'}, {'Publications': '229', 'h-index': '76', 'Citations': '88,613', 'Highly Influential Citations': '10,754'}, {'Publications': '9', 'h-index': '3', 'Citations': '64', 'Highly Influential Citations': '15'}, {'Publications': '10', 'h-index': '3', 'Citations': '14', 'Highly Influential Citations': '0'}]"
Long Range Arena : A Benchmark for Efficient Transformers,"['https://www.semanticscholar.org/author/Yi-Tay/144447820', 'https://www.semanticscholar.org/author/Donald-Metzler/47193990', 'https://www.semanticscholar.org/author/M.-Dehghani/3226635']","[{'Publications': '89', 'h-index': '26', 'Citations': '2,742', 'Highly Influential Citations': '338'}, {'Publications': '24', 'h-index': '7', 'Citations': '395', 'Highly Influential Citations': '41'}, {'Publications': '62', 'h-index': '17', 'Citations': '1,985', 'Highly Influential Citations': '357'}]"
DINO: A Conditional Energy-Based GAN for Domain Translation,"['https://www.semanticscholar.org/author/S.-Petridis/2403354', 'https://www.semanticscholar.org/author/Konstantinos-Vougioukas/2160245', 'https://www.semanticscholar.org/author/M.-Pantic/145387780']","[{'Publications': '70', 'h-index': '21', 'Citations': '1,252', 'Highly Influential Citations': '122'}, {'Publications': '12', 'h-index': '5', 'Citations': '162', 'Highly Influential Citations': '30'}, {'Publications': '462', 'h-index': '83', 'Citations': '33,051', 'Highly Influential Citations': '2,580'}]"
Deep Equals Shallow for ReLU Networks in Kernel Regimes,"['https://www.semanticscholar.org/author/A.-Bietti/2269602', 'https://www.semanticscholar.org/author/F.-Bach/144570279']","[{'Publications': '23', 'h-index': '9', 'Citations': '330', 'Highly Influential Citations': '35'}, {'Publications': '357', 'h-index': '93', 'Citations': '40,944', 'Highly Influential Citations': '4,683'}]"
Structured Prediction as Translation between Augmented Natural Languages,"['https://www.semanticscholar.org/author/Ben-Athiwaratkun/2095707', 'https://www.semanticscholar.org/author/Stefano-Soatto/1715959', 'https://www.semanticscholar.org/author/Giovanni-Paolini/1950846']","[{'Publications': '14', 'h-index': '9', 'Citations': '630', 'Highly Influential Citations': '72'}, {'Publications': '480', 'h-index': '72', 'Citations': '20,897', 'Highly Influential Citations': '1,638'}, {'Publications': '17', 'h-index': '4', 'Citations': '86', 'Highly Influential Citations': '10'}]"
Disentangled Recurrent Wasserstein Autoencoder,"['https://www.semanticscholar.org/author/Xuan-Zhang/2108232316', 'https://www.semanticscholar.org/author/J.-Han/122200121', 'https://www.semanticscholar.org/author/Martin-Renqiang-Min/2984407', 'https://www.semanticscholar.org/author/Erran-L.-Li/144180616', 'https://www.semanticscholar.org/author/Ligong-Han/3471102']","[{'Publications': '7', 'h-index': '3', 'Citations': '48', 'Highly Influential Citations': '2'}, {'Publications': '59', 'h-index': '8', 'Citations': '180', 'Highly Influential Citations': '14'}, {'Publications': '76', 'h-index': '21', 'Citations': '14,898', 'Highly Influential Citations': '1,041'}, {'Publications': '114', 'h-index': '48', 'Citations': '11,194', 'Highly Influential Citations': '862'}, {'Publications': '10', 'h-index': '3', 'Citations': '38', 'Highly Influential Citations': '2'}]"
Robust Pruning at Initialization,"['https://www.semanticscholar.org/author/Soufiane-Hayou/46183987', 'https://www.semanticscholar.org/author/A.-Doucet/1701800', 'https://www.semanticscholar.org/author/Y.-Teh/1725303', 'https://www.semanticscholar.org/author/Jean-Francois-Ton/50880398']","[{'Publications': '10', 'h-index': '4', 'Citations': '145', 'Highly Influential Citations': '17'}, {'Publications': '408', 'h-index': '70', 'Citations': '39,499', 'Highly Influential Citations': '3,595'}, {'Publications': '277', 'h-index': '62', 'Citations': '31,332', 'Highly Influential Citations': '3,775'}, {'Publications': '10', 'h-index': '5', 'Citations': '116', 'Highly Influential Citations': '12'}]"
Learning from Demonstration with Weakly Supervised Disentanglement,"['https://www.semanticscholar.org/author/S.-Ramamoorthy/144826759', 'https://www.semanticscholar.org/author/Yordan-Hristov/19255183']","[{'Publications': '170', 'h-index': '19', 'Citations': '1,370', 'Highly Influential Citations': '75'}, {'Publications': '16', 'h-index': '5', 'Citations': '54', 'Highly Influential Citations': '0'}]"
Average-case Acceleration for Bilinear Games and Normal Matrices,"['https://www.semanticscholar.org/author/Carles-Domingo-Enrich/1459933481', 'https://www.semanticscholar.org/author/Fabian-Pedregosa/2570016', 'https://www.semanticscholar.org/author/Damien-Scieur/7665349']","[{'Publications': '8', 'h-index': '2', 'Citations': '27', 'Highly Influential Citations': '4'}, {'Publications': '62', 'h-index': '18', 'Citations': '39,907', 'Highly Influential Citations': '2,607'}, {'Publications': '29', 'h-index': '9', 'Citations': '287', 'Highly Influential Citations': '25'}]"
NeMo: Neural Mesh Models of Contrastive Features for Robust 3D Pose Estimation,"['https://www.semanticscholar.org/author/Adam-Kortylewski/2780587', 'https://www.semanticscholar.org/author/Angtian-Wang/80458644', 'https://www.semanticscholar.org/author/A.-Yuille/145081362']","[{'Publications': '37', 'h-index': '13', 'Citations': '376', 'Highly Influential Citations': '33'}, {'Publications': '6', 'h-index': '4', 'Citations': '156', 'Highly Influential Citations': '22'}, {'Publications': '698', 'h-index': '103', 'Citations': '53,851', 'Highly Influential Citations': '5,074'}]"
Very Deep VAEs Generalize Autoregressive Models and Can Outperform Them on Images,['https://www.semanticscholar.org/author/R.-Child/48422824'],"[{'Publications': '11', 'h-index': '9', 'Citations': '5,738', 'Highly Influential Citations': '1,059'}]"
EigenGame: PCA as a Nash Equilibrium,"['https://www.semanticscholar.org/author/T.-Graepel/1686971', 'https://www.semanticscholar.org/author/Brian-McWilliams/2953855', 'https://www.semanticscholar.org/author/Claire-Vernade/2297833', 'https://www.semanticscholar.org/author/I.-Gemp/8616871']","[{'Publications': '166', 'h-index': '51', 'Citations': '27,130', 'Highly Influential Citations': '1,812'}, {'Publications': '43', 'h-index': '17', 'Citations': '2,045', 'Highly Influential Citations': '438'}, {'Publications': '20', 'h-index': '8', 'Citations': '262', 'Highly Influential Citations': '29'}, {'Publications': '35', 'h-index': '8', 'Citations': '416', 'Highly Influential Citations': '39'}]"
