paper_title,author_links,author_stats
Leveraged Weighted Loss For Partial Label Learning,"['https://www.semanticscholar.org/author/Jiabin-Liu/46701092', 'https://www.semanticscholar.org/author/Yisen-Wang/2115869684', 'https://www.semanticscholar.org/author/H.-Hang/39861625', 'https://www.semanticscholar.org/author/Zhouchen-Lin/33383055', 'https://www.semanticscholar.org/author/Hongwei-Wen/120356369', 'https://www.semanticscholar.org/author/Jingyi-Cui/2110705368']","[{'Publications': '21', 'h-index': '6', 'Citations': '127', 'Highly Influential Citations': '20'}, {'Publications': '19', 'h-index': '4', 'Citations': '372', 'Highly Influential Citations': '58'}, {'Publications': '22', 'h-index': '6', 'Citations': '126', 'Highly Influential Citations': '9'}, {'Publications': '315', 'h-index': '56', 'Citations': '16,906', 'Highly Influential Citations': '2,563'}, {'Publications': '28', 'h-index': '8', 'Citations': '206', 'Highly Influential Citations': '11'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '1'}]"
Complex neural networks have no spurious local minima,['https://www.semanticscholar.org/author/Xing-tu-Liu/13186188'],"[{'Publications': '12', 'h-index': '3', 'Citations': '54', 'Highly Influential Citations': '6'}]"
Dynamically locating multiple speakers based on the time-frequency domain,"['https://www.semanticscholar.org/author/Shlomo-E.-Chazan/20839441', 'https://www.semanticscholar.org/author/S.-Gannot/1774548', 'https://www.semanticscholar.org/author/Hodaya-Hammer/144571104', 'https://www.semanticscholar.org/author/J.-Goldberger/34508613']","[{'Publications': '19', 'h-index': '8', 'Citations': '143', 'Highly Influential Citations': '16'}, {'Publications': '301', 'h-index': '41', 'Citations': '6,683', 'Highly Influential Citations': '372'}, {'Publications': '5', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '1'}, {'Publications': '183', 'h-index': '38', 'Citations': '7,288', 'Highly Influential Citations': '633'}]"
Learning to Disentangle Textual Representations and Attributes via Mutual Information,"['https://www.semanticscholar.org/author/Pierre-Colombo/46985469', 'https://www.semanticscholar.org/author/P.-Piantanida/1743922', 'https://www.semanticscholar.org/author/C.-Clavel/2049106']","[{'Publications': '13', 'h-index': '5', 'Citations': '94', 'Highly Influential Citations': '8'}, {'Publications': '209', 'h-index': '19', 'Citations': '1,740', 'Highly Influential Citations': '100'}, {'Publications': '77', 'h-index': '12', 'Citations': '966', 'Highly Influential Citations': '57'}]"
Mixup Training as the Complexity Reduction,['https://www.semanticscholar.org/author/Masanari-Kimura/144224334'],"[{'Publications': '14', 'h-index': '2', 'Citations': '22', 'Highly Influential Citations': '1'}]"
Resurrecting Submodularity for Neural Text Generation,"['https://www.semanticscholar.org/author/Simeng-Han/3226782', 'https://www.semanticscholar.org/author/X.-Lin/144366150', 'https://www.semanticscholar.org/author/Shafiq-R.-Joty/2708940']","[{'Publications': '4', 'h-index': '2', 'Citations': '14', 'Highly Influential Citations': '4'}, {'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '145', 'h-index': '31', 'Citations': '3,139', 'Highly Influential Citations': '325'}]"
Efficient Learning of Less Biased Models with Transfer Learning,"['https://www.semanticscholar.org/author/Hiroya-Maeda/2056521519', 'https://www.semanticscholar.org/author/Deeksha-M.-Arya/50204843', 'https://www.semanticscholar.org/author/Luxembourg/2065815850']","[{'Publications': '11', 'h-index': '6', 'Citations': '349', 'Highly Influential Citations': '27'}, {'Publications': '10', 'h-index': '4', 'Citations': '61', 'Highly Influential Citations': '6'}, {'Publications': '1', 'h-index': '1', 'Citations': '16', 'Highly Influential Citations': '2'}]"
CoNES: Convex Natural Evolutionary Strategies,"['https://www.semanticscholar.org/author/Anirudha-Majumdar/1780468', 'https://www.semanticscholar.org/author/Sushant-Veer/1491176908']","[{'Publications': '43', 'h-index': '18', 'Citations': '1,252', 'Highly Influential Citations': '100'}, {'Publications': '8', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '1'}]"
Adversarial Attacks on Machine Learning Systems for High-Frequency Trading,"['https://www.semanticscholar.org/author/Ankit-B.-Patel/46463998', 'https://www.semanticscholar.org/author/T.-Balch/50412755', 'https://www.semanticscholar.org/author/T.-Goldstein/1962083', 'https://www.semanticscholar.org/author/Avi-Schwarzschild/102604362', 'https://www.semanticscholar.org/author/Micah-Goldblum/121592562', 'https://www.semanticscholar.org/author/Naftali-Cohen/2065786989']","[{'Publications': '31', 'h-index': '9', 'Citations': '797', 'Highly Influential Citations': '96'}, {'Publications': '24', 'h-index': '5', 'Citations': '57', 'Highly Influential Citations': '4'}, {'Publications': '165', 'h-index': '34', 'Citations': '8,917', 'Highly Influential Citations': '983'}, {'Publications': '12', 'h-index': '5', 'Citations': '50', 'Highly Influential Citations': '3'}, {'Publications': '34', 'h-index': '8', 'Citations': '178', 'Highly Influential Citations': '19'}, {'Publications': '6', 'h-index': '3', 'Citations': '18', 'Highly Influential Citations': '0'}]"
Indirect Supervision to Mitigate Perturbations,"['https://www.semanticscholar.org/author/E.-Plaisance/5648261', 'https://www.semanticscholar.org/author/K.-Casazza/4426706', 'https://www.semanticscholar.org/author/S.-Ave/2096751413', 'https://www.semanticscholar.org/author/L.-Hanks/7197342', 'https://www.semanticscholar.org/author/Margaux-J.-Barnes/20830553']","[{'Publications': '102', 'h-index': '23', 'Citations': '1,613', 'Highly Influential Citations': '93'}, {'Publications': '117', 'h-index': '26', 'Citations': '2,308', 'Highly Influential Citations': '102'}, {'Publications': '2', 'h-index': '1', 'Citations': '8', 'Highly Influential Citations': '0'}, {'Publications': '45', 'h-index': '9', 'Citations': '414', 'Highly Influential Citations': '26'}, {'Publications': '22', 'h-index': '7', 'Citations': '95', 'Highly Influential Citations': '3'}]"
AE-SMOTE: A Multi-Modal Minority Oversampling Framework,"['https://www.semanticscholar.org/author/Sajad-Darabi/22280598', 'https://www.semanticscholar.org/author/Yotam-Elor/1811518']","[{'Publications': '4', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '0'}, {'Publications': '19', 'h-index': '7', 'Citations': '178', 'Highly Influential Citations': '11'}]"
Deep Learning Proteins using a Triplet-BERT network,"['https://www.semanticscholar.org/author/A.-Akbulut/39811324', 'https://www.semanticscholar.org/author/A.-Zaim/35323974', 'https://www.semanticscholar.org/author/Wisam-Elmasry/1719051']","[{'Publications': '42', 'h-index': '7', 'Citations': '168', 'Highly Influential Citations': '5'}, {'Publications': '98', 'h-index': '16', 'Citations': '910', 'Highly Influential Citations': '34'}, {'Publications': '11', 'h-index': '5', 'Citations': '112', 'Highly Influential Citations': '8'}]"
Multi-Faceted Trust Based Recommendation System,"['https://www.semanticscholar.org/author/Yuanxin-Ouyang/1797641', 'https://www.semanticscholar.org/author/Z.-Xiong/46335589', 'https://www.semanticscholar.org/author/Yao-Zheng/2111092074', 'https://www.semanticscholar.org/author/Wenge-Rong/21505283']","[{'Publications': '83', 'h-index': '15', 'Citations': '644', 'Highly Influential Citations': '47'}, {'Publications': '309', 'h-index': '32', 'Citations': '4,304', 'Highly Influential Citations': '252'}, {'Publications': '12', 'h-index': '3', 'Citations': '32', 'Highly Influential Citations': '1'}, {'Publications': '107', 'h-index': '15', 'Citations': '794', 'Highly Influential Citations': '56'}]"
Structural Knowledge Distillation,"['https://www.semanticscholar.org/author/Xinyu-Wang/47120498', 'https://www.semanticscholar.org/author/Kewei-Tu/40341553']","[{'Publications': '12', 'h-index': '4', 'Citations': '55', 'Highly Influential Citations': '8'}, {'Publications': '78', 'h-index': '13', 'Citations': '691', 'Highly Influential Citations': '38'}]"
GSdyn: Learning training dynamics via online Gaussian optimization with gradient states,"['https://www.semanticscholar.org/author/J.-Kacprzyk/1760085', 'https://www.semanticscholar.org/author/S.-Zadrozny/1759803', 'https://www.semanticscholar.org/author/Wlodzislaw-Duch/1679601', 'https://www.semanticscholar.org/author/E.-Oja/1726997']","[{'Publications': '747', 'h-index': '67', 'Citations': '22,768', 'Highly Influential Citations': '787'}, {'Publications': '253', 'h-index': '35', 'Citations': '4,233', 'Highly Influential Citations': '115'}, {'Publications': '356', 'h-index': '35', 'Citations': '5,362', 'Highly Influential Citations': '159'}, {'Publications': '363', 'h-index': '67', 'Citations': '35,084', 'Highly Influential Citations': '2,950'}]"
Don't Trigger Me! A Triggerless Backdoor Attack Against Deep Neural Networks,"['https://www.semanticscholar.org/author/M.-Backes/144588806', 'https://www.semanticscholar.org/author/Y.-Zhang/49890919', 'https://www.semanticscholar.org/author/A.-Salem/66697271']","[{'Publications': '375', 'h-index': '57', 'Citations': '10,743', 'Highly Influential Citations': '774'}, {'Publications': '77', 'h-index': '10', 'Citations': '488', 'Highly Influential Citations': '56'}, {'Publications': '14', 'h-index': '6', 'Citations': '400', 'Highly Influential Citations': '49'}]"
Exploiting Weight Redundancy in CNNs: Beyond Pruning and Quantization,"['https://www.semanticscholar.org/author/David-Gregg/145453252', 'https://www.semanticscholar.org/author/Yuan-Wen/2029670886']","[{'Publications': '144', 'h-index': '20', 'Citations': '1,430', 'Highly Influential Citations': '75'}, {'Publications': '14', 'h-index': '2', 'Citations': '26', 'Highly Influential Citations': '4'}]"
How to Motivate Your Dragon: Teaching Goal-Driven Agents to Speak and Act in Fantasy Worlds,"['https://www.semanticscholar.org/author/Margaret-Li/6649233', 'https://www.semanticscholar.org/author/Arthur-D.-Szlam/3149531', 'https://www.semanticscholar.org/author/Tim-Rocktaschel/1389854357', 'https://www.semanticscholar.org/author/Jack-Urbanek/39219656', 'https://www.semanticscholar.org/author/J.-Weston/145183709', 'https://www.semanticscholar.org/author/Prithviraj-Ammanabrolu/19179135']","[{'Publications': '8', 'h-index': '6', 'Citations': '287', 'Highly Influential Citations': '55'}, {'Publications': '102', 'h-index': '40', 'Citations': '12,808', 'Highly Influential Citations': '1,233'}, {'Publications': '4', 'h-index': '3', 'Citations': '47', 'Highly Influential Citations': '5'}, {'Publications': '10', 'h-index': '7', 'Citations': '738', 'Highly Influential Citations': '131'}, {'Publications': '239', 'h-index': '86', 'Citations': '62,621', 'Highly Influential Citations': '7,242'}, {'Publications': '19', 'h-index': '9', 'Citations': '326', 'Highly Influential Citations': '29'}]"
PHEW: Paths with Higher Edge-Weights give ''winning tickets'' without training data,"['https://www.semanticscholar.org/author/C.-Dovrolis/144734756', 'https://www.semanticscholar.org/author/S.-M.-Patil/21819184']","[{'Publications': '45', 'h-index': '10', 'Citations': '1,154', 'Highly Influential Citations': '73'}, {'Publications': '11', 'h-index': '4', 'Citations': '43', 'Highly Influential Citations': '1'}]"
NASLib: A Modular and Flexible Neural Architecture Search Library,"['https://www.semanticscholar.org/author/Michael-Ruchte/2045012345', 'https://www.semanticscholar.org/author/Arber-Zela/51109984', 'https://www.semanticscholar.org/author/Josif-Grabocka/1782863', 'https://www.semanticscholar.org/author/F.-Hutter/144661829', 'https://www.semanticscholar.org/author/Julien-N.-Siems/81742501']","[{'Publications': '2', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '14', 'h-index': '6', 'Citations': '304', 'Highly Influential Citations': '44'}, {'Publications': '47', 'h-index': '12', 'Citations': '581', 'Highly Influential Citations': '82'}, {'Publications': '231', 'h-index': '60', 'Citations': '19,925', 'Highly Influential Citations': '2,323'}, {'Publications': '6', 'h-index': '3', 'Citations': '96', 'Highly Influential Citations': '16'}]"
SEMI: Self-supervised Exploration via Multisensory Incongruity,"['https://www.semanticscholar.org/author/Jianren-Wang/2966240', 'https://www.semanticscholar.org/author/Ziwen-Zhuang/1972362408', 'https://www.semanticscholar.org/author/Hang-Zhao/47940821']","[{'Publications': '20', 'h-index': '6', 'Citations': '254', 'Highly Influential Citations': '30'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '33', 'h-index': '17', 'Citations': '2,634', 'Highly Influential Citations': '418'}]"
Measuring GAN Training in Real Time,"['https://www.semanticscholar.org/author/N.-Draper/2630608', 'https://www.semanticscholar.org/author/C.-Frampton/48994487', 'https://www.semanticscholar.org/author/H.-Lunt/39868622']","[{'Publications': '103', 'h-index': '24', 'Citations': '1,791', 'Highly Influential Citations': '151'}, {'Publications': '455', 'h-index': '67', 'Citations': '18,148', 'Highly Influential Citations': '656'}, {'Publications': '95', 'h-index': '22', 'Citations': '1,463', 'Highly Influential Citations': '50'}]"
Probabilistic Multimodal Representation Learning,"['https://www.semanticscholar.org/author/Ana-Paiva/145136631', 'https://www.semanticscholar.org/author/T.-Inamura/3116567', 'https://www.semanticscholar.org/author/Miguel-Vasco/143728885', 'https://www.semanticscholar.org/author/Francisco-S.-Melo/145125979', 'https://www.semanticscholar.org/author/David-Martins-de-Matos/4284219']","[{'Publications': '468', 'h-index': '47', 'Citations': '8,805', 'Highly Influential Citations': '430'}, {'Publications': '179', 'h-index': '19', 'Citations': '1,492', 'Highly Influential Citations': '38'}, {'Publications': '6', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '0'}, {'Publications': '141', 'h-index': '21', 'Citations': '1,709', 'Highly Influential Citations': '109'}, {'Publications': '111', 'h-index': '14', 'Citations': '653', 'Highly Influential Citations': '32'}]"
Understanding How Over-Parametrization Leads to Acceleration: A case of learning a single teacher neuron,"['https://www.semanticscholar.org/author/J.-Abernethy/2738621', 'https://www.semanticscholar.org/author/Jun-Kun-Wang/2757901']","[{'Publications': '103', 'h-index': '26', 'Citations': '2,545', 'Highly Influential Citations': '302'}, {'Publications': '15', 'h-index': '5', 'Citations': '89', 'Highly Influential Citations': '6'}]"
CLARE-GAN: GENERATION OF CLASS-SPECIFIC TIME SERIES,"['https://www.semanticscholar.org/author/Johanna-Bronner/2069416882', 'https://www.semanticscholar.org/author/T.-Runkler/1727058', 'https://www.semanticscholar.org/author/Hiba-Arnout/1413229569']","[{'Publications': '3', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '181', 'h-index': '27', 'Citations': '3,594', 'Highly Influential Citations': '145'}, {'Publications': '5', 'h-index': '1', 'Citations': '23', 'Highly Influential Citations': '1'}]"
BAAAN: Backdoor Attacks Against Auto-encoder and GAN-Based Machine Learning Models,"['https://www.semanticscholar.org/author/M.-Backes/144588806', 'https://www.semanticscholar.org/author/Y.-Zhang/49890919', 'https://www.semanticscholar.org/author/Mathias-Humbert/144887171', 'https://www.semanticscholar.org/author/Yannick-Sautter/1990957209', 'https://www.semanticscholar.org/author/A.-Salem/66697271']","[{'Publications': '375', 'h-index': '57', 'Citations': '10,743', 'Highly Influential Citations': '774'}, {'Publications': '77', 'h-index': '10', 'Citations': '488', 'Highly Influential Citations': '56'}, {'Publications': '55', 'h-index': '16', 'Citations': '1,079', 'Highly Influential Citations': '92'}, {'Publications': '1', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '14', 'h-index': '6', 'Citations': '400', 'Highly Influential Citations': '49'}]"
Mem2Mem: Learning to Summarize Long Texts with Memory Compression and Transfer,"['https://www.semanticscholar.org/author/Jonathan-Pilault/104354626', 'https://www.semanticscholar.org/author/C.-Pal/1972076', 'https://www.semanticscholar.org/author/Jaehong-Park/2116812157']","[{'Publications': '8', 'h-index': '2', 'Citations': '61', 'Highly Influential Citations': '10'}, {'Publications': '137', 'h-index': '37', 'Citations': '10,809', 'Highly Influential Citations': '952'}, {'Publications': '8', 'h-index': '4', 'Citations': '76', 'Highly Influential Citations': '5'}]"
DAG-GPs: Learning Directed Acyclic Graph Structure For Multi-Output Gaussian Processes,[],[]
Re-examining Routing Networks for Multi-task Learning,"['https://www.semanticscholar.org/author/Matthew-Riemer/40497459', 'https://www.semanticscholar.org/author/Tim-Klinger/2652016', 'https://www.semanticscholar.org/author/C.-Rosenbaum/2064562773']","[{'Publications': '33', 'h-index': '10', 'Citations': '531', 'Highly Influential Citations': '54'}, {'Publications': '36', 'h-index': '14', 'Citations': '905', 'Highly Influential Citations': '132'}, {'Publications': '11', 'h-index': '6', 'Citations': '235', 'Highly Influential Citations': '29'}]"
Robust Multi-view Representation Learning,"['https://www.semanticscholar.org/author/Sibi-Venkatesan/2070579069', 'https://www.semanticscholar.org/author/J.-K.-Miller/47805674', 'https://www.semanticscholar.org/author/A.-Dubrawski/144292541']","[{'Publications': '4', 'h-index': '2', 'Citations': '65', 'Highly Influential Citations': '1'}, {'Publications': '27', 'h-index': '8', 'Citations': '355', 'Highly Influential Citations': '16'}, {'Publications': '190', 'h-index': '16', 'Citations': '1,157', 'Highly Influential Citations': '55'}]"
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,"['https://www.semanticscholar.org/author/Tianle-Cai/123970124', 'https://www.semanticscholar.org/author/Shengjie-Luo/2108801920', 'https://www.semanticscholar.org/author/Liwei-Wang/39060743', 'https://www.semanticscholar.org/author/Di-He/1391126980', 'https://www.semanticscholar.org/author/Keyulu-Xu/3360632', 'https://www.semanticscholar.org/author/Tie-Yan-Liu/2110264337']","[{'Publications': '19', 'h-index': '6', 'Citations': '171', 'Highly Influential Citations': '22'}, {'Publications': '5', 'h-index': '1', 'Citations': '15', 'Highly Influential Citations': '1'}, {'Publications': '29', 'h-index': '12', 'Citations': '2,689', 'Highly Influential Citations': '386'}, {'Publications': '66', 'h-index': '23', 'Citations': '2,037', 'Highly Influential Citations': '259'}, {'Publications': '14', 'h-index': '8', 'Citations': '2,147', 'Highly Influential Citations': '540'}, {'Publications': '392', 'h-index': '62', 'Citations': '19,594', 'Highly Influential Citations': '2,364'}]"
Fairness guarantee in analysis of incomplete data,"['https://www.semanticscholar.org/author/Ya-mei-Chen/51029145', 'https://www.semanticscholar.org/author/J.-Chen/73708334']","[{'Publications': '20', 'h-index': '6', 'Citations': '90', 'Highly Influential Citations': '5'}, {'Publications': '79', 'h-index': '5', 'Citations': '212', 'Highly Influential Citations': '1'}]"
Reflective Decoding: Unsupervised Paraphrasing and Abductive Reasoning,"['https://www.semanticscholar.org/author/Ximing-Lu/50085131', 'https://www.semanticscholar.org/author/Jena-D.-Hwang/2012510', 'https://www.semanticscholar.org/author/Peter-West/2056286127', 'https://www.semanticscholar.org/author/Chandra-Bhagavatula/1857797', 'https://www.semanticscholar.org/author/Yejin-Choi/1699545', 'https://www.semanticscholar.org/author/Ari-Holtzman/14487640']","[{'Publications': '9', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '2'}, {'Publications': '52', 'h-index': '14', 'Citations': '773', 'Highly Influential Citations': '72'}, {'Publications': '9', 'h-index': '4', 'Citations': '36', 'Highly Influential Citations': '2'}, {'Publications': '45', 'h-index': '16', 'Citations': '1,711', 'Highly Influential Citations': '285'}, {'Publications': '166', 'h-index': '54', 'Citations': '12,860', 'Highly Influential Citations': '1,749'}, {'Publications': '24', 'h-index': '14', 'Citations': '1,564', 'Highly Influential Citations': '292'}]"
Adaptive Dataset Sampling by Deep Policy Gradient,"['https://www.semanticscholar.org/author/Jin-Huang/2110152255', 'https://www.semanticscholar.org/author/B.-Jia/48688366', 'https://www.semanticscholar.org/author/Ruidong-Yan/152167618', 'https://www.semanticscholar.org/author/Diange-Yang/2525550', 'https://www.semanticscholar.org/author/R.-Jiang/144572003']","[{'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '164', 'h-index': '29', 'Citations': '2,649', 'Highly Influential Citations': '37'}, {'Publications': '15', 'h-index': '4', 'Citations': '67', 'Highly Influential Citations': '4'}, {'Publications': '89', 'h-index': '11', 'Citations': '441', 'Highly Influential Citations': '12'}, {'Publications': '322', 'h-index': '38', 'Citations': '6,467', 'Highly Influential Citations': '127'}]"
Greedy Multi-Step Off-Policy Reinforcement Learning,"['https://www.semanticscholar.org/author/Pengcheng-He/2107782398', 'https://www.semanticscholar.org/author/Yuhui-Wang/2115768892', 'https://www.semanticscholar.org/author/Xiaoyang-Tan/2248421']","[{'Publications': '7', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '3'}, {'Publications': '13', 'h-index': '4', 'Citations': '49', 'Highly Influential Citations': '3'}, {'Publications': '120', 'h-index': '25', 'Citations': '7,267', 'Highly Influential Citations': '833'}]"
Knapsack Pruning with Inner Distillation,"['https://www.semanticscholar.org/author/Y.-Aflalo/2221190', 'https://www.semanticscholar.org/author/Ming-Lin/2115912472', 'https://www.semanticscholar.org/author/Lihi-Zelnik-Manor/1398327241', 'https://www.semanticscholar.org/author/Asaf-Noy/1842198', 'https://www.semanticscholar.org/author/Itamar-Friedman/49668367']","[{'Publications': '25', 'h-index': '11', 'Citations': '415', 'Highly Influential Citations': '26'}, {'Publications': '11', 'h-index': '4', 'Citations': '48', 'Highly Influential Citations': '6'}, {'Publications': '92', 'h-index': '34', 'Citations': '8,574', 'Highly Influential Citations': '877'}, {'Publications': '13', 'h-index': '7', 'Citations': '203', 'Highly Influential Citations': '28'}, {'Publications': '14', 'h-index': '7', 'Citations': '221', 'Highly Influential Citations': '28'}]"
Discrete Word Embedding for Logical Natural Language Understanding,"['https://www.semanticscholar.org/author/Zilu-Tang/9352923', 'https://www.semanticscholar.org/author/Masataro-Asai/2335584']","[{'Publications': '2', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '21', 'h-index': '7', 'Citations': '196', 'Highly Influential Citations': '17'}]"
Scalable Transformers for Neural Machine Translation,"['https://www.semanticscholar.org/author/Shijie-Geng/1947101', 'https://www.semanticscholar.org/author/Jifeng-Dai/3304536', 'https://www.semanticscholar.org/author/Xiaogang-Wang/93768810', 'https://www.semanticscholar.org/author/Peng-Gao/144740494', 'https://www.semanticscholar.org/author/Hongsheng-Li/47893312']","[{'Publications': '31', 'h-index': '10', 'Citations': '413', 'Highly Influential Citations': '27'}, {'Publications': '44', 'h-index': '25', 'Citations': '11,144', 'Highly Influential Citations': '1,539'}, {'Publications': '92', 'h-index': '31', 'Citations': '4,585', 'Highly Influential Citations': '672'}, {'Publications': '25', 'h-index': '8', 'Citations': '319', 'Highly Influential Citations': '30'}, {'Publications': '89', 'h-index': '30', 'Citations': '5,230', 'Highly Influential Citations': '826'}]"
Difference-in-Differences: Bridging Normalization and Disentanglement in PG-GAN,"['https://www.semanticscholar.org/author/Yang-Yu/1574821377', 'https://www.semanticscholar.org/author/S.-Li/51019097', 'https://www.semanticscholar.org/author/Jiajie-Zhang/2107983722', 'https://www.semanticscholar.org/author/Xiao-Liu/2111312870', 'https://www.semanticscholar.org/author/Zuotong-Wu/2109552374']","[{'Publications': '33', 'h-index': '5', 'Citations': '98', 'Highly Influential Citations': '6'}, {'Publications': '35', 'h-index': '8', 'Citations': '199', 'Highly Influential Citations': '7'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '1'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Deep Reinforcement Learning for Optimal Stopping with Application in Financial Engineering,"['https://www.semanticscholar.org/author/Abderrahim-Fathan/2097711464', 'https://www.semanticscholar.org/author/E.-Delage/3203751']","[{'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '52', 'h-index': '15', 'Citations': '2,273', 'Highly Influential Citations': '248'}]"
Multi-view Arbitrary Style Transfer,"['https://www.semanticscholar.org/author/Changick-Kim/145568138', 'https://www.semanticscholar.org/author/Taekyung-Kim/2110993359']","[{'Publications': '205', 'h-index': '28', 'Citations': '3,508', 'Highly Influential Citations': '342'}, {'Publications': '15', 'h-index': '7', 'Citations': '271', 'Highly Influential Citations': '43'}]"
Azimuthal Rotational Equivariance in Spherical CNNs,"['https://www.semanticscholar.org/author/Oliver-J.-Cobb/2000605971', 'https://www.semanticscholar.org/author/J.-McEwen/34677321', 'https://www.semanticscholar.org/author/C.-Wallis/23143903']","[{'Publications': '2', 'h-index': '2', 'Citations': '7', 'Highly Influential Citations': '0'}, {'Publications': '191', 'h-index': '36', 'Citations': '11,038', 'Highly Influential Citations': '480'}, {'Publications': '14', 'h-index': '7', 'Citations': '176', 'Highly Influential Citations': '1'}]"
Consensus Driven Learning,"['https://www.semanticscholar.org/author/Dustin-J.-Webb/27358391', 'https://www.semanticscholar.org/author/K.-Crandall/3108266']","[{'Publications': '7', 'h-index': '4', 'Citations': '2,242', 'Highly Influential Citations': '169'}, {'Publications': '9', 'h-index': '3', 'Citations': '40', 'Highly Influential Citations': '2'}]"
Learning to Represent Programs with Heterogeneous Graphs,"['https://www.semanticscholar.org/author/Ge-Li/1410115257', 'https://www.semanticscholar.org/author/Zhi-Jin/1700880', 'https://www.semanticscholar.org/author/Kechi-Zhang/2033148496', 'https://www.semanticscholar.org/author/Wenhan-Wang/47824833']","[{'Publications': '191', 'h-index': '28', 'Citations': '3,968', 'Highly Influential Citations': '510'}, {'Publications': '160', 'h-index': '27', 'Citations': '3,614', 'Highly Influential Citations': '348'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '14', 'h-index': '6', 'Citations': '243', 'Highly Influential Citations': '36'}]"
Gradient penalty from a maximum margin perspective,"['https://www.semanticscholar.org/author/A.-Jolicoeur-Martineau/1401723615', 'https://www.semanticscholar.org/author/Ioannis-Mitliagkas/3168518']","[{'Publications': '21', 'h-index': '8', 'Citations': '539', 'Highly Influential Citations': '71'}, {'Publications': '56', 'h-index': '21', 'Citations': '1,990', 'Highly Influential Citations': '314'}]"
Neural Text Classification by Jointly Learning to Cluster and Align,"['https://www.semanticscholar.org/author/Haidong-Zhang/2110868274', 'https://www.semanticscholar.org/author/Shuo-Jin/2108914531', 'https://www.semanticscholar.org/author/Yekun-Chai/1395701436']","[{'Publications': '12', 'h-index': '3', 'Citations': '34', 'Highly Influential Citations': '1'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '5', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '1'}]"
Alpha-DAG: a reinforcement learning based algorithm to learn Directed Acyclic Graphs,"['https://www.semanticscholar.org/author/Junchao-Wang/2109486732', 'https://www.semanticscholar.org/author/Zehua-Guo/1956286', 'https://www.semanticscholar.org/author/Junfei-Li/1492113392', 'https://www.semanticscholar.org/author/Julong-Lan/1760598', 'https://www.semanticscholar.org/author/Yuxiang-Hu/2184133', 'https://www.semanticscholar.org/author/Penghao-Sun/7739664']","[{'Publications': '20', 'h-index': '10', 'Citations': '240', 'Highly Influential Citations': '5'}, {'Publications': '60', 'h-index': '15', 'Citations': '746', 'Highly Influential Citations': '31'}, {'Publications': '14', 'h-index': '4', 'Citations': '55', 'Highly Influential Citations': '3'}, {'Publications': '159', 'h-index': '15', 'Citations': '721', 'Highly Influential Citations': '36'}, {'Publications': '79', 'h-index': '10', 'Citations': '325', 'Highly Influential Citations': '16'}, {'Publications': '23', 'h-index': '6', 'Citations': '106', 'Highly Influential Citations': '9'}]"
Improving Zero-Shot Neural Architecture Search with Parameters Scoring,"['https://www.semanticscholar.org/author/Ming-Lin/2115912472', 'https://www.semanticscholar.org/author/Rong-Jin/2060979626', 'https://www.semanticscholar.org/author/P.-Wang/8120382']","[{'Publications': '11', 'h-index': '4', 'Citations': '48', 'Highly Influential Citations': '6'}, {'Publications': '57', 'h-index': '13', 'Citations': '1,005', 'Highly Influential Citations': '123'}, {'Publications': '63', 'h-index': '25', 'Citations': '2,411', 'Highly Influential Citations': '191'}]"
