Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,"['https://www.semanticscholar.org/author/Balaraman-Ravindran/1723632', 'https://www.semanticscholar.org/author/Sahil-Sharma/2022422378', 'https://www.semanticscholar.org/author/A.-Srinivas/41207614']","[{'Publications': '262', 'h-index': '33', 'Citations': '3,558', 'Highly Influential Citations': '273'}, {'Publications': '30', 'h-index': '8', 'Citations': '226', 'Highly Influential Citations': '18'}, {'Publications': '36', 'h-index': '16', 'Citations': '1,522', 'Highly Influential Citations': '191'}]"
Multi-view Recurrent Neural Acoustic Word Embeddings,"['https://www.semanticscholar.org/author/Wanjia-He/7845441', 'https://www.semanticscholar.org/author/Weiran-Wang/1702290', 'https://www.semanticscholar.org/author/Karen-Livescu/2924113']","[{'Publications': '1', 'h-index': '1', 'Citations': '65', 'Highly Influential Citations': '8'}, {'Publications': '67', 'h-index': '21', 'Citations': '2,008', 'Highly Influential Citations': '257'}, {'Publications': '136', 'h-index': '40', 'Citations': '7,021', 'Highly Influential Citations': '867'}]"
Neuro-Symbolic Program Synthesis,"['https://www.semanticscholar.org/author/Lihong-Li/47681372', 'https://www.semanticscholar.org/author/Emilio-Parisotto/3166516', 'https://www.semanticscholar.org/author/Abdel-rahman-Mohamed/40360972', 'https://www.semanticscholar.org/author/Dengyong-Zhou/24982365', 'https://www.semanticscholar.org/author/P.-Kohli/143967473', 'https://www.semanticscholar.org/author/Rishabh-Singh/50631599']","[{'Publications': '159', 'h-index': '52', 'Citations': '13,312', 'Highly Influential Citations': '1,574'}, {'Publications': '19', 'h-index': '11', 'Citations': '1,397', 'Highly Influential Citations': '127'}, {'Publications': '75', 'h-index': '33', 'Citations': '25,507', 'Highly Influential Citations': '1,436'}, {'Publications': '79', 'h-index': '37', 'Citations': '12,384', 'Highly Influential Citations': '1,504'}, {'Publications': '334', 'h-index': '85', 'Citations': '31,407', 'Highly Influential Citations': '3,552'}, {'Publications': '127', 'h-index': '35', 'Citations': '4,369', 'Highly Influential Citations': '363'}]"
Learning to Remember Rare Events,"['https://www.semanticscholar.org/author/Lukasz-Kaiser/2059819603', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569', 'https://www.semanticscholar.org/author/Aurko-Roy/39788470', 'https://www.semanticscholar.org/author/Ofir-Nachum/7624658']","[{'Publications': '31', 'h-index': '23', 'Citations': '40,525', 'Highly Influential Citations': '7,307'}, {'Publications': '376', 'h-index': '81', 'Citations': '40,200', 'Highly Influential Citations': '4,804'}, {'Publications': '22', 'h-index': '12', 'Citations': '1,704', 'Highly Influential Citations': '183'}, {'Publications': '56', 'h-index': '22', 'Citations': '2,320', 'Highly Influential Citations': '342'}]"
Discrete Variational Autoencoders,"['https://www.semanticscholar.org/author/W.-Macready/2957256', 'https://www.semanticscholar.org/author/Amir-Khoshaman/49612163', 'https://www.semanticscholar.org/author/Zhengbing-Bian/2072907828', 'https://www.semanticscholar.org/author/Arash-Vahdat/3214848']","[{'Publications': '62', 'h-index': '29', 'Citations': '11,719', 'Highly Influential Citations': '405'}, {'Publications': '4', 'h-index': '4', 'Citations': '126', 'Highly Influential Citations': '3'}, {'Publications': '12', 'h-index': '10', 'Citations': '431', 'Highly Influential Citations': '23'}, {'Publications': '44', 'h-index': '18', 'Citations': '1,475', 'Highly Influential Citations': '164'}]"
Understanding Trainable Sparse Coding with Matrix Factorization,"['https://www.semanticscholar.org/author/T.-Moreau/35354844', 'https://www.semanticscholar.org/author/Joan-Bruna/143627859']","[{'Publications': '41', 'h-index': '9', 'Citations': '232', 'Highly Influential Citations': '21'}, {'Publications': '95', 'h-index': '37', 'Citations': '17,937', 'Highly Influential Citations': '1,813'}]"
"Learning to Query, Reason, and Answer Questions On Ambiguous Texts","['https://www.semanticscholar.org/author/Satinder-Singh/2108384183', 'https://www.semanticscholar.org/author/Tim-Klinger/2652016', 'https://www.semanticscholar.org/author/Xiaoxiao-Guo/1955964']","[{'Publications': '44', 'h-index': '13', 'Citations': '751', 'Highly Influential Citations': '65'}, {'Publications': '37', 'h-index': '14', 'Citations': '930', 'Highly Influential Citations': '139'}, {'Publications': '46', 'h-index': '18', 'Citations': '2,303', 'Highly Influential Citations': '310'}]"
Variable Computation in Recurrent Neural Networks,"['https://www.semanticscholar.org/author/Armand-Joulin/2319608', 'https://www.semanticscholar.org/author/Edouard-Grave/3024698', 'https://www.semanticscholar.org/author/Yacine-Jernite/2262249', 'https://www.semanticscholar.org/author/Tomas-Mikolov/2047446108']","[{'Publications': '83', 'h-index': '42', 'Citations': '17,178', 'Highly Influential Citations': '2,363'}, {'Publications': '62', 'h-index': '31', 'Citations': '13,537', 'Highly Influential Citations': '2,058'}, {'Publications': '25', 'h-index': '14', 'Citations': '1,907', 'Highly Influential Citations': '210'}, {'Publications': '68', 'h-index': '38', 'Citations': '78,954', 'Highly Influential Citations': '11,215'}]"
Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks,"['https://www.semanticscholar.org/author/Stefan-Depeweg/3407086', 'https://www.semanticscholar.org/author/S.-Udluft/1699265', 'https://www.semanticscholar.org/author/Jos%C3%A9-Miguel-Hern%C3%A1ndez-Lobato/1388574431', 'https://www.semanticscholar.org/author/Finale-Doshi-Velez/1388372395']","[{'Publications': '10', 'h-index': '7', 'Citations': '321', 'Highly Influential Citations': '22'}, {'Publications': '73', 'h-index': '20', 'Citations': '1,357', 'Highly Influential Citations': '47'}, {'Publications': '138', 'h-index': '33', 'Citations': '5,959', 'Highly Influential Citations': '594'}, {'Publications': '174', 'h-index': '40', 'Citations': '6,229', 'Highly Influential Citations': '475'}]"
Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU,"['https://www.semanticscholar.org/author/M.-Babaeizadeh/3365707', 'https://www.semanticscholar.org/author/Jason-Clemons/144334042', 'https://www.semanticscholar.org/author/I.-Frosio/145134808', 'https://www.semanticscholar.org/author/Stephen-Tyree/2342481', 'https://www.semanticscholar.org/author/J.-Kautz/1690538']","[{'Publications': '21', 'h-index': '10', 'Citations': '1,159', 'Highly Influential Citations': '144'}, {'Publications': '24', 'h-index': '12', 'Citations': '745', 'Highly Influential Citations': '98'}, {'Publications': '74', 'h-index': '17', 'Citations': '2,108', 'Highly Influential Citations': '164'}, {'Publications': '31', 'h-index': '19', 'Citations': '3,616', 'Highly Influential Citations': '369'}, {'Publications': '338', 'h-index': '69', 'Citations': '22,878', 'Highly Influential Citations': '2,903'}]"
Reasoning with Memory Augmented Neural Networks for Language Comprehension,"['https://www.semanticscholar.org/author/Tsendsuren-Munkhdalai/2227827', 'https://www.semanticscholar.org/author/Hong-Yu/2119120474']","[{'Publications': '37', 'h-index': '17', 'Citations': '1,491', 'Highly Influential Citations': '87'}, {'Publications': '27', 'h-index': '9', 'Citations': '723', 'Highly Influential Citations': '50'}]"
Learning a Natural Language Interface with Neural Programmer,"['https://www.semanticscholar.org/author/Dario-Amodei/2698777', 'https://www.semanticscholar.org/author/A.-McCallum/143753639', 'https://www.semanticscholar.org/author/Arvind-Neelakantan/2072676', 'https://www.semanticscholar.org/author/Mart%C3%ADn-Abadi/2057642721', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616']","[{'Publications': '29', 'h-index': '24', 'Citations': '10,844', 'Highly Influential Citations': '1,501'}, {'Publications': '422', 'h-index': '103', 'Citations': '63,720', 'Highly Influential Citations': '6,161'}, {'Publications': '24', 'h-index': '16', 'Citations': '3,710', 'Highly Influential Citations': '360'}, {'Publications': '15', 'h-index': '11', 'Citations': '22,126', 'Highly Influential Citations': '2,801'}, {'Publications': '205', 'h-index': '94', 'Citations': '80,123', 'Highly Influential Citations': '9,962'}]"
Loss-aware Binarization of Deep Networks,"['https://www.semanticscholar.org/author/Lu-Hou/48557122', 'https://www.semanticscholar.org/author/J.-Kwok/145193332', 'https://www.semanticscholar.org/author/Quanming-Yao/3259992']","[{'Publications': '13', 'h-index': '8', 'Citations': '360', 'Highly Influential Citations': '32'}, {'Publications': '272', 'h-index': '61', 'Citations': '15,337', 'Highly Influential Citations': '1,538'}, {'Publications': '92', 'h-index': '22', 'Citations': '2,282', 'Highly Influential Citations': '264'}]"
Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization,"['https://www.semanticscholar.org/author/Giulia-DeSalvo/3186812', 'https://www.semanticscholar.org/author/Ameet-S.-Talwalkar/145532827', 'https://www.semanticscholar.org/author/Afshin-Rostamizadeh/2435268', 'https://www.semanticscholar.org/author/Lisha-Li/2108744219', 'https://www.semanticscholar.org/author/Kevin-G.-Jamieson/40566417']","[{'Publications': '19', 'h-index': '8', 'Citations': '1,209', 'Highly Influential Citations': '181'}, {'Publications': '98', 'h-index': '41', 'Citations': '11,394', 'Highly Influential Citations': '1,311'}, {'Publications': '64', 'h-index': '27', 'Citations': '6,456', 'Highly Influential Citations': '802'}, {'Publications': '8', 'h-index': '4', 'Citations': '1,101', 'Highly Influential Citations': '174'}, {'Publications': '68', 'h-index': '21', 'Citations': '2,678', 'Highly Influential Citations': '392'}]"
Nonparametric Neural Networks,"['https://www.semanticscholar.org/author/George-Philipp/32576626', 'https://www.semanticscholar.org/author/J.-Carbonell/143712374']","[{'Publications': '8', 'h-index': '6', 'Citations': '81', 'Highly Influential Citations': '7'}, {'Publications': '534', 'h-index': '70', 'Citations': '26,362', 'Highly Influential Citations': '2,281'}]"
Improving Neural Language Models with a Continuous Cache,"['https://www.semanticscholar.org/author/Nicolas-Usunier/1746841', 'https://www.semanticscholar.org/author/Armand-Joulin/2319608', 'https://www.semanticscholar.org/author/Edouard-Grave/3024698']","[{'Publications': '106', 'h-index': '35', 'Citations': '9,467', 'Highly Influential Citations': '1,895'}, {'Publications': '83', 'h-index': '42', 'Citations': '17,179', 'Highly Influential Citations': '2,363'}, {'Publications': '62', 'h-index': '31', 'Citations': '13,538', 'Highly Influential Citations': '2,058'}]"
Lossy Image Compression with Compressive Autoencoders,"['https://www.semanticscholar.org/author/W.-Shi/2700496', 'https://www.semanticscholar.org/author/Lucas-Theis/2073063', 'https://www.semanticscholar.org/author/Ferenc-Husz%C3%A1r/3108066', 'https://www.semanticscholar.org/author/A.-Cunningham/2067984410']","[{'Publications': '79', 'h-index': '25', 'Citations': '5,326', 'Highly Influential Citations': '476'}, {'Publications': '46', 'h-index': '18', 'Citations': '8,297', 'Highly Influential Citations': '975'}, {'Publications': '29', 'h-index': '17', 'Citations': '9,425', 'Highly Influential Citations': '1,229'}, {'Publications': '3', 'h-index': '2', 'Citations': '499', 'Highly Influential Citations': '77'}]"
Temporal Ensembling for Semi-Supervised Learning,"['https://www.semanticscholar.org/author/S.-Laine/36436218', 'https://www.semanticscholar.org/author/Timo-Aila/1761103']","[{'Publications': '72', 'h-index': '31', 'Citations': '10,377', 'Highly Influential Citations': '1,954'}, {'Publications': '68', 'h-index': '35', 'Citations': '11,844', 'Highly Influential Citations': '2,117'}]"
Towards a Neural Statistician,"['https://www.semanticscholar.org/author/Harrison-Edwards/144632352', 'https://www.semanticscholar.org/author/A.-Storkey/1728216']","[{'Publications': '13', 'h-index': '9', 'Citations': '2,167', 'Highly Influential Citations': '364'}, {'Publications': '203', 'h-index': '38', 'Citations': '7,082', 'Highly Influential Citations': '746'}]"
Faster CNNs with Direct Sparse Convolutions and Guided Pruning,"['https://www.semanticscholar.org/author/S.-Li/10194334', 'https://www.semanticscholar.org/author/P.-Dubey/145126868', 'https://www.semanticscholar.org/author/Jongsoo-Park/1686843']","[{'Publications': '4', 'h-index': '3', 'Citations': '182', 'Highly Influential Citations': '29'}, {'Publications': '150', 'h-index': '47', 'Citations': '9,492', 'Highly Influential Citations': '695'}, {'Publications': '59', 'h-index': '23', 'Citations': '1,831', 'Highly Influential Citations': '194'}]"
Boosted Generative Models,"['https://www.semanticscholar.org/author/Aditya-Grover/1954250', 'https://www.semanticscholar.org/author/S.-Ermon/2490652']","[{'Publications': '42', 'h-index': '19', 'Citations': '5,743', 'Highly Influential Citations': '1,182'}, {'Publications': '247', 'h-index': '44', 'Citations': '8,902', 'Highly Influential Citations': '1,180'}]"
Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,"['https://www.semanticscholar.org/author/D.-Cox/2042941', 'https://www.semanticscholar.org/author/G.-Kreiman/1852992', 'https://www.semanticscholar.org/author/William-Lotter/2023002']","[{'Publications': '77', 'h-index': '35', 'Citations': '8,890', 'Highly Influential Citations': '632'}, {'Publications': '197', 'h-index': '35', 'Citations': '14,939', 'Highly Influential Citations': '1,026'}, {'Publications': '14', 'h-index': '9', 'Citations': '1,052', 'Highly Influential Citations': '116'}]"
 Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer,"['https://www.semanticscholar.org/author/Azalia-Mirhoseini/1861312', 'https://www.semanticscholar.org/author/Noam-M.-Shazeer/1846258', 'https://www.semanticscholar.org/author/J.-Dean/48448318']","[{'Publications': '65', 'h-index': '16', 'Citations': '1,609', 'Highly Influential Citations': '120'}, {'Publications': '51', 'h-index': '26', 'Citations': '29,976', 'Highly Influential Citations': '6,340'}, {'Publications': '24', 'h-index': '13', 'Citations': '3,333', 'Highly Influential Citations': '437'}]"
Recurrent Batch Normalization,"['https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Tim-Cooijmans/2348758', 'https://www.semanticscholar.org/author/Nicolas-Ballas/2482072', 'https://www.semanticscholar.org/author/C%C3%A9sar-Laurent/40201308']","[{'Publications': '233', 'h-index': '77', 'Citations': '92,246', 'Highly Influential Citations': '10,995'}, {'Publications': '8', 'h-index': '6', 'Citations': '2,506', 'Highly Influential Citations': '204'}, {'Publications': '57', 'h-index': '22', 'Citations': '7,146', 'Highly Influential Citations': '857'}, {'Publications': '12', 'h-index': '6', 'Citations': '2,843', 'Highly Influential Citations': '219'}]"
Inductive Bias of Deep Convolutional Networks through Pooling Geometry,"['https://www.semanticscholar.org/author/Nadav-Cohen/32289606', 'https://www.semanticscholar.org/author/A.-Shashua/3140335']","[{'Publications': '26', 'h-index': '15', 'Citations': '1,678', 'Highly Influential Citations': '226'}, {'Publications': '182', 'h-index': '56', 'Citations': '12,196', 'Highly Influential Citations': '790'}]"
Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights,"['https://www.semanticscholar.org/author/L.-Xu/47776045', 'https://www.semanticscholar.org/author/Aojun-Zhou/9548994', 'https://www.semanticscholar.org/author/Yiwen-Guo/2527106', 'https://www.semanticscholar.org/author/Anbang-Yao/2021251', 'https://www.semanticscholar.org/author/Yurong-Chen/2109184871']","[{'Publications': '235', 'h-index': '30', 'Citations': '4,496', 'Highly Influential Citations': '298'}, {'Publications': '16', 'h-index': '8', 'Citations': '854', 'Highly Influential Citations': '93'}, {'Publications': '37', 'h-index': '11', 'Citations': '1,641', 'Highly Influential Citations': '220'}, {'Publications': '43', 'h-index': '16', 'Citations': '2,719', 'Highly Influential Citations': '325'}, {'Publications': '65', 'h-index': '23', 'Citations': '3,668', 'Highly Influential Citations': '409'}]"
DSD: Dense-Sparse-Dense Training for Deep Neural Networks,"['https://www.semanticscholar.org/author/W.-Dally/80724002', 'https://www.semanticscholar.org/author/Song-Han/143840275', 'https://www.semanticscholar.org/author/Jeff-Pool/47325862']","[{'Publications': '406', 'h-index': '85', 'Citations': '51,649', 'Highly Influential Citations': '4,640'}, {'Publications': '88', 'h-index': '37', 'Citations': '20,300', 'Highly Influential Citations': '2,885'}, {'Publications': '21', 'h-index': '12', 'Citations': '4,045', 'Highly Influential Citations': '503'}]"
Efficient Representation of Low-Dimensional Manifolds using Deep Networks,"['https://www.semanticscholar.org/author/R.-Basri/1760994', 'https://www.semanticscholar.org/author/D.-Jacobs/34734622']","[{'Publications': '172', 'h-index': '51', 'Citations': '14,081', 'Highly Influential Citations': '1,307'}, {'Publications': '198', 'h-index': '57', 'Citations': '15,829', 'Highly Influential Citations': '1,827'}]"
Training deep neural-networks using a noise adaptation layer,"['https://www.semanticscholar.org/author/E.-Ben-Reuven/1409093201', 'https://www.semanticscholar.org/author/J.-Goldberger/34508613']","[{'Publications': '6', 'h-index': '3', 'Citations': '332', 'Highly Influential Citations': '33'}, {'Publications': '184', 'h-index': '38', 'Citations': '7,452', 'Highly Influential Citations': '632'}]"
SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,"['https://www.semanticscholar.org/author/Soroush-Mehri/34719201', 'https://www.semanticscholar.org/author/Kundan-Kumar/2110802467', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']","[{'Publications': '10', 'h-index': '6', 'Citations': '1,129', 'Highly Influential Citations': '154'}, {'Publications': '11', 'h-index': '6', 'Citations': '1,215', 'Highly Influential Citations': '175'}, {'Publications': '821', 'h-index': '173', 'Citations': '302,160', 'Highly Influential Citations': '33,379'}]"
FractalNet: Ultra-Deep Neural Networks without Residuals,"['https://www.semanticscholar.org/author/Gustav-Larsson/34652567', 'https://www.semanticscholar.org/author/M.-Maire/145854440', 'https://www.semanticscholar.org/author/Gregory-Shakhnarovich/2490189']","[{'Publications': '9', 'h-index': '5', 'Citations': '1,385', 'Highly Influential Citations': '145'}, {'Publications': '59', 'h-index': '26', 'Citations': '23,842', 'Highly Influential Citations': '4,095'}, {'Publications': '96', 'h-index': '39', 'Citations': '8,689', 'Highly Influential Citations': '772'}]"
Towards the Limit of Network Quantization,"['https://www.semanticscholar.org/author/Jungwon-Lee/35462690', 'https://www.semanticscholar.org/author/Mostafa-El-Khamy/1382637019', 'https://www.semanticscholar.org/author/Yoojin-Choi/2501862']","[{'Publications': '176', 'h-index': '29', 'Citations': '2,925', 'Highly Influential Citations': '250'}, {'Publications': '109', 'h-index': '21', 'Citations': '1,710', 'Highly Influential Citations': '162'}, {'Publications': '23', 'h-index': '6', 'Citations': '266', 'Highly Influential Citations': '36'}]"
Understanding deep learning requires rethinking generalization,"['https://www.semanticscholar.org/author/Chiyuan-Zhang/151505981', 'https://www.semanticscholar.org/author/Moritz-Hardt/1775622', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569', 'https://www.semanticscholar.org/author/Oriol-Vinyals/1689108', 'https://www.semanticscholar.org/author/B.-Recht/9229182']","[{'Publications': '48', 'h-index': '21', 'Citations': '7,461', 'Highly Influential Citations': '792'}, {'Publications': '92', 'h-index': '40', 'Citations': '12,399', 'Highly Influential Citations': '1,484'}, {'Publications': '376', 'h-index': '81', 'Citations': '40,202', 'Highly Influential Citations': '4,804'}, {'Publications': '160', 'h-index': '72', 'Citations': '84,522', 'Highly Influential Citations': '10,028'}, {'Publications': '196', 'h-index': '68', 'Citations': '31,645', 'Highly Influential Citations': '3,773'}]"
Optimal Binary Autoencoding with Pairwise Correlations,['https://www.semanticscholar.org/author/A.-Balsubramani/1693411'],"[{'Publications': '32', 'h-index': '10', 'Citations': '522', 'Highly Influential Citations': '48'}]"
Metacontrol for Adaptive Imagination-Based Optimization,"['https://www.semanticscholar.org/author/N.-Heess/2801204', 'https://www.semanticscholar.org/author/Oriol-Vinyals/1689108', 'https://www.semanticscholar.org/author/A.-J.-Ballard/5055381', 'https://www.semanticscholar.org/author/P.-Battaglia/2019153', 'https://www.semanticscholar.org/author/Razvan-Pascanu/1996134', 'https://www.semanticscholar.org/author/Jessica-B.-Hamrick/2158860']","[{'Publications': '134', 'h-index': '43', 'Citations': '18,575', 'Highly Influential Citations': '2,539'}, {'Publications': '160', 'h-index': '72', 'Citations': '84,522', 'Highly Influential Citations': '10,028'}, {'Publications': '35', 'h-index': '12', 'Citations': '1,601', 'Highly Influential Citations': '152'}, {'Publications': '93', 'h-index': '35', 'Citations': '7,296', 'Highly Influential Citations': '645'}, {'Publications': '115', 'h-index': '52', 'Citations': '24,617', 'Highly Influential Citations': '2,399'}, {'Publications': '52', 'h-index': '18', 'Citations': '3,798', 'Highly Influential Citations': '298'}]"
Sparsely-Connected Neural Networks: Towards Efficient VLSI Implementation of Deep Neural Networks,"['https://www.semanticscholar.org/author/W.-Gross/1894132', 'https://www.semanticscholar.org/author/Carlo-Condo/2315227', 'https://www.semanticscholar.org/author/A.-Ardakani/143833550']","[{'Publications': '278', 'h-index': '37', 'Citations': '5,866', 'Highly Influential Citations': '450'}, {'Publications': '76', 'h-index': '17', 'Citations': '968', 'Highly Influential Citations': '65'}, {'Publications': '24', 'h-index': '9', 'Citations': '338', 'Highly Influential Citations': '34'}]"
Calibrating Energy-based Generative Adversarial Networks,"['https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Philip-Bachman/143902541', 'https://www.semanticscholar.org/author/Amjad-Almahairi/2634674', 'https://www.semanticscholar.org/author/Zihang-Dai/3422912', 'https://www.semanticscholar.org/author/E.-Hovy/144547315']","[{'Publications': '233', 'h-index': '77', 'Citations': '92,246', 'Highly Influential Citations': '10,995'}, {'Publications': '38', 'h-index': '16', 'Citations': '3,037', 'Highly Influential Citations': '357'}, {'Publications': '13', 'h-index': '9', 'Citations': '2,575', 'Highly Influential Citations': '213'}, {'Publications': '30', 'h-index': '18', 'Citations': '6,249', 'Highly Influential Citations': '978'}, {'Publications': '625', 'h-index': '87', 'Citations': '33,499', 'Highly Influential Citations': '3,233'}]"
Designing Neural Network Architectures using Reinforcement Learning,"['https://www.semanticscholar.org/author/Bowen-Baker/40566201', 'https://www.semanticscholar.org/author/Otkrist-Gupta/145418561', 'https://www.semanticscholar.org/author/R.-Raskar/145711633', 'https://www.semanticscholar.org/author/Nikhil-Naik/48685423']","[{'Publications': '15', 'h-index': '8', 'Citations': '2,317', 'Highly Influential Citations': '247'}, {'Publications': '34', 'h-index': '16', 'Citations': '2,356', 'Highly Influential Citations': '232'}, {'Publications': '590', 'h-index': '75', 'Citations': '23,366', 'Highly Influential Citations': '1,284'}, {'Publications': '41', 'h-index': '17', 'Citations': '2,364', 'Highly Influential Citations': '223'}]"
Categorical Reparameterization with Gumbel-Softmax,"['https://www.semanticscholar.org/author/Ben-Poole/16443937', 'https://www.semanticscholar.org/author/Eric-Jang/145116380', 'https://www.semanticscholar.org/author/S.-Gu/2046135']","[{'Publications': '48', 'h-index': '25', 'Citations': '7,207', 'Highly Influential Citations': '1,089'}, {'Publications': '19', 'h-index': '13', 'Citations': '3,505', 'Highly Influential Citations': '463'}, {'Publications': '42', 'h-index': '23', 'Citations': '6,143', 'Highly Influential Citations': '739'}]"
PixelVAE: A Latent Variable Model for Natural Images,"['https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Ishaan-Gulrajani/2708454', 'https://www.semanticscholar.org/author/Kundan-Kumar/2110802467']","[{'Publications': '233', 'h-index': '77', 'Citations': '92,246', 'Highly Influential Citations': '10,995'}, {'Publications': '10', 'h-index': '8', 'Citations': '6,768', 'Highly Influential Citations': '1,363'}, {'Publications': '11', 'h-index': '6', 'Citations': '1,215', 'Highly Influential Citations': '175'}]"
Transfer of View-manifold Learning to Similarity Perception of Novel Objects,"['https://www.semanticscholar.org/author/Xingyu-Lin/2115252655', 'https://www.semanticscholar.org/author/A.-Yuille/145081362', 'https://www.semanticscholar.org/author/Yimeng-Zhang/49890337', 'https://www.semanticscholar.org/author/Tai-Sing-Lee/2110711666', 'https://www.semanticscholar.org/author/Zhihao-Li/2116263983']","[{'Publications': '8', 'h-index': '4', 'Citations': '66', 'Highly Influential Citations': '8'}, {'Publications': '699', 'h-index': '104', 'Citations': '55,321', 'Highly Influential Citations': '5,187'}, {'Publications': '27', 'h-index': '10', 'Citations': '738', 'Highly Influential Citations': '54'}, {'Publications': '138', 'h-index': '29', 'Citations': '6,122', 'Highly Influential Citations': '362'}, {'Publications': '4', 'h-index': '3', 'Citations': '40', 'Highly Influential Citations': '2'}]"
Sample Efficient Actor-Critic with  Experience Replay,"['https://www.semanticscholar.org/author/K.-Kavukcuoglu/2645384', 'https://www.semanticscholar.org/author/V.-Bapst/2603033', 'https://www.semanticscholar.org/author/V.-Mnih/3255983', 'https://www.semanticscholar.org/author/N.-Heess/2801204', 'https://www.semanticscholar.org/author/N.-D.-Freitas/1737568', 'https://www.semanticscholar.org/author/R.-Munos/1708654']","[{'Publications': '93', 'h-index': '62', 'Citations': '78,925', 'Highly Influential Citations': '9,849'}, {'Publications': '34', 'h-index': '18', 'Citations': '2,836', 'Highly Influential Citations': '278'}, {'Publications': '39', 'h-index': '29', 'Citations': '31,402', 'Highly Influential Citations': '4,740'}, {'Publications': '134', 'h-index': '43', 'Citations': '18,575', 'Highly Influential Citations': '2,539'}, {'Publications': '185', 'h-index': '61', 'Citations': '30,023', 'Highly Influential Citations': '2,413'}, {'Publications': '238', 'h-index': '70', 'Citations': '17,245', 'Highly Influential Citations': '2,440'}]"
Learning to Navigate in Complex Environments,"['https://www.semanticscholar.org/author/R.-Hadsell/2315504', 'https://www.semanticscholar.org/author/P.-Mirowski/144705062', 'https://www.semanticscholar.org/author/Razvan-Pascanu/1996134']","[{'Publications': '77', 'h-index': '32', 'Citations': '13,259', 'Highly Influential Citations': '1,262'}, {'Publications': '53', 'h-index': '23', 'Citations': '2,817', 'Highly Influential Citations': '167'}, {'Publications': '115', 'h-index': '52', 'Citations': '24,617', 'Highly Influential Citations': '2,399'}]"
Learning to superoptimize programs,"['https://www.semanticscholar.org/author/Rudy-Bunel/3407947', 'https://www.semanticscholar.org/author/Alban-Desmaison/3050846', 'https://www.semanticscholar.org/author/Philip-H.-S.-Torr/143635540', 'https://www.semanticscholar.org/author/M.-Kumar/3717791', 'https://www.semanticscholar.org/author/P.-Kohli/143967473']","[{'Publications': '26', 'h-index': '13', 'Citations': '840', 'Highly Influential Citations': '122'}, {'Publications': '20', 'h-index': '11', 'Citations': '16,390', 'Highly Influential Citations': '1,833'}, {'Publications': '363', 'h-index': '74', 'Citations': '31,007', 'Highly Influential Citations': '4,889'}, {'Publications': '84', 'h-index': '27', 'Citations': '3,466', 'Highly Influential Citations': '322'}, {'Publications': '334', 'h-index': '85', 'Citations': '31,407', 'Highly Influential Citations': '3,551'}]"
Trained Ternary Quantization,"['https://www.semanticscholar.org/author/Chenzhuo-Zhu/7883636', 'https://www.semanticscholar.org/author/Song-Han/143840275', 'https://www.semanticscholar.org/author/W.-Dally/80724002', 'https://www.semanticscholar.org/author/Huizi-Mao/3123774']","[{'Publications': '3', 'h-index': '3', 'Citations': '788', 'Highly Influential Citations': '84'}, {'Publications': '88', 'h-index': '37', 'Citations': '20,300', 'Highly Influential Citations': '2,885'}, {'Publications': '406', 'h-index': '85', 'Citations': '51,649', 'Highly Influential Citations': '4,640'}, {'Publications': '22', 'h-index': '15', 'Citations': '8,686', 'Highly Influential Citations': '1,018'}]"
Online Bayesian Transfer Learning for Sequential Data Modeling,"['https://www.semanticscholar.org/author/Zhitang-Chen/2827164', 'https://www.semanticscholar.org/author/P.-Jaini/144818264', 'https://www.semanticscholar.org/author/P.-Poupart/1807041']","[{'Publications': '45', 'h-index': '11', 'Citations': '402', 'Highly Influential Citations': '39'}, {'Publications': '31', 'h-index': '9', 'Citations': '268', 'Highly Influential Citations': '20'}, {'Publications': '181', 'h-index': '42', 'Citations': '5,621', 'Highly Influential Citations': '553'}]"
