institution,ranking
Novosibirsk State Technical University,1172
Menoufia University,1172
TOBB University of Economics and Technology,1174
Kitasato University,1174
Far Eastern Federal University,1174
Rio de Janeiro State University (UERJ),1177
University of Nigeria Nsukka,1177
Unisinos University,1179
Londrina State University,1179
Kangwon National University,1179
Hallym University,1179
Federal University of Pernambuco,1179
Tokai University,1184
Sofia University,1184
University of Mysore,1184
Marmara University,1184
Yamaguchi University,1188
Urmia University,1188
Ochanomizu University,1188
I-Shou University,1188
University of Engineering & Technology (UET) Lahore,1188
Yuan Ze University,1193
Tzu Chi University,1193
Szent István University,1193
Wrocław University of Science and Technology,1196
Simón Bolívar University,1197
"University of Santiago, Chile (USACH)",1197
Prince of Songkla University,1197
Federal University of Paraná (UFPR),1197
"University of the Andes, Chile",1197
University of the Ryukyus,1202
Osaka Medical College,1202
Oita University,1202
Kyoto Institute of Technology,1202
University of Havana,1202
Federal University of Rio Grande do Norte (UFRN),1202
Sumy State University,1208
University of North Carolina Wilmington,1208
Manipal Academy of Higher Education,1208
Helwan University,1208
University of Gdańsk,1208
Del Rosario University,1208
University of Sousse,1214
Soongsil University,1214
Shizuoka University,1214
Kasetsart University,1214
University of Dar es Salaam,1214
University of Tlemcen,1219
South Ural State University,1219
Shimane University,1219
Seoul National University of Science and Technology (SeoulTech),1219
University of Monastir,1219
Kookmin University,1219
King Mongkut’s Institute of Technology Ladkrabang,1219
Federal University of Goiás,1219
University of Silesia in Katowice,1227
Cukurova University,1227
Aoyama Gakuin University,1227
VSB - Technical University of Ostrava,1230
Fluminense Federal University,1230
IPB University,1230
Volgograd State Technical University,1233
Slovak University of Technology in Bratislava,1233
University of Shizuoka,1233
Shiraz University of Medical Sciences,1233
Al-Azhar University,1233
Yazd University,1238
V.N. Karazin Kharkiv National University,1238
Lodz University of Technology,1238
Ibn Tofaïl University,1238
University of Dhaka,1238
Thammasat University,1243
Technical University of Košice,1243
Shahid Bahonar University of Kerman,1243
Santa Catarina State University,1243
Guangxi University,1243
Bahauddin Zakariya University,1243
University of Pardubice,1249
Federal University of Itajubá,1249
University of Bucharest,1249
Yeditepe University,1252
PMAS Arid Agriculture University Rawalpindi,1252
"University of the North, Colombia",1252
Mendel University in Brno,1252
Federal University of Ouro Preto,1252
Tottori University,1257
Siksha ‘O’ Anusandhan,1257
Grigore T. Popa University of Medicine and Pharmacy,1257
University of Tarapacá,1260
Tamkang University,1260
Vietnam National University (Ho Chi Minh City),1262
Taras Shevchenko National University of Kyiv,1262
State University of Santa Cruz,1262
Dokuz Eylül University,1262
Shibaura Institute of Technology Tokyo,1266
Federal University of Espírito Santo,1266
Yanshan University,1268
Autonomous University of Querétaro,1268
Ankara University,1268
Alzahra University,1268
University of Montenegro,1272
University of Hradec Králové,1272
"University of Economics, Prague",1272
Amity University,1272
Federal University of Health Sciences of Porto Alegre (UFCSPA),1276
Technical University of Liberec,1277
SRM Institute of Science and Technology,1277
Gaziantep University,1277
Chubu University,1277
Technical University of Cluj-Napoca,1281
Iwate University,1281
University of Guanajuato,1281
Autonomous University of Yucatán,1281
Yarmouk University,1285
Tunghai University,1285
Siberian Federal University,1285
Multimedia University,1285
Moscow Aviation Institute,1285
Gazi University,1285
Federal University of Santa Maria,1285
Akita University,1285
Srinakharinwirot University,1293
Selçuk University,1293
University of Łódź,1293
Ege University,1293
Universiti Teknologi MARA,1297
Sechenov University,1297
Universiti Malaysia Sarawak (UNIMAS),1297
West University of Timişoara,1300
Naresuan University,1300
Kwansei Gakuin University,1302
Hashemite University,1302
University of Fukui,1302
Shahed University,1305
PSG College of Technology,1305
Slovak University of Agriculture in Nitra,1305
Kansai University,1305
Gubkin Russian State University of Oil and Gas,1305
Cochin University of Science and Technology,1305
Alexandru Ioan Cuza University,1305
Polytechnic University of Bucharest,1312
University of Colombo,1312
University of Biskra,1312
Silpakorn University,1315
University of Hyogo,1315
Polytechnic University of Timişoara,1317
Latvia University of Life Sciences and Technologies,1317
GITAM University,1317
Federal University of Pará,1317
University of Constantine 1,1317
Autonomous University of San Luis Potosi,1317
Meiji University,1323
Mahasarakham University,1323
Maharaja Sayajirao University of Baroda,1323
Kazan National Research Technological University,1323
University of South China,1327
Moscow Power Engineering Institute,1327
Meijo University,1327
Ufa State Aviation Technical University,1330
"University of the Andes, Venezuela",1330
"University of Veterinary and Animal Sciences, Lahore",1332
Pontifical Bolivarian University (UPB) – Medellín,1332
National Polytechnic University (IPN),1332
Acıbadem University,1332
Tokat Gaziosmanpaşa University,1336
State University of Maringá,1336
University of Science and Technology of Oran Mohamed-Boudiaf,1336
National Chin-Yi University of Technology,1336
Ming Chuan University,1336
Ivan Franko National University of Lviv,1336
National University of Kaohsiung,1342
Michoacán University of San Nicolás of Hidalgo,1342
Autonomous University of Puebla,1342
Akdeniz University,1342
National Chiayi University,1346
Autonomous University of Sinaloa,1346
Pirogov Russian National Research Medical University,1348
Sathyabama Institute of Science and Technology,1349
Kaunas University of Technology,1349
Kanagawa University,1349
University of Bío-Bío,1349
Tokyo University of Agriculture,1353
Kogakuin University,1353
Başkent University,1353
University of Sciences and Technology Houari Boumediene,1356
King Mongkut's University of Technology North Bangkok,1356
Ibaraki University,1356
Federal University of Alagoas,1356
Voronezh State University,1360
University of Sargodha,1360
Federal Rural University of the Semi-Arid Region,1360
Utsunomiya University,1363
Ivane Javakhishvili Tbilisi State University,1363
University of Guadalajara,1363
Doshisha University,1363
National Technical University Kharkiv Polytechnic Institute,1367
Chaoyang University of Technology,1367
Autonomous University of Nuevo León,1367
Tamil Nadu Agricultural University,1370
Tokyo City University,1371
Perm National Research Polytechnic University,1372
M'Hamed Bougara University of Boumerdès,1372
University of Brawijaya,1374
Toyo University,1375
National University of the South,1375
Federal University of Technology – Paraná,1375
Istanbul Medipol University,1378
Autonomous University of Baja California,1378
Western Paraná State University (Unioeste),1380
University of Sonora,1380
Government College University Lahore,1380
University of Birjand,1383
Autonomous University of the State of Mexico,1383
Autonomous University of Hidalgo State (UAEH),1383
Ondokuz Mayis University,1386
Perm State University,1387
Süleyman Demirel University,1388
MIREA - Russian Technological University,1388
Federal University of Mato Grosso do Sul,1388
Chiba Institute of Technology,1391
Ceará State University,1392
Pontifical Catholic University of Minas Gerais,1393
Bashkir State University,1394
University of Caxias do Sul,1395
Tokyo Denki University,1396
