author_name,ratings,papers_accepted,papers_rejected,papers_submitted,gender,return_2021,first_author,last_author,first_time_author,gender_of_last_author
Dexuan Zhang,"[[1, 3, 6]]",0,1,1,m,1,1,0,1,m
Tao Kong,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Jianbo Shi,"[[6, 6, 3]]",0,1,1,m,1,0,1,1,m
Chaoyun Zhang,"[[8, 3, 3]]",0,1,1,m,0,1,0,1,m
Paul Patras,"[[8, 3, 3]]",0,1,1,m,0,0,1,1,m
Gyoung S. Na,"[[3, 3], [1, 1, 3]]",0,2,2,u,0,1,0,1,m
Hwanjo Yu,"[[3, 3], [3, 6, 3], [3, 3, 6]]",0,3,3,m,1,0,1,1,m
Ammar Ahmad,"[[1, 1, 1]]",0,1,1,u,0,1,0,1,m
Murtaza Taj,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
HOCQUET Guillaume,"[[6, 6, 3]]",0,1,1,u,0,1,0,1,u
QUERLIOZ Damien,"[[6, 6, 3]]",0,1,1,u,0,0,1,1,u
Kaiwen Zhou,"[[3, 8, 3, 1]]",0,1,1,u,0,1,0,1,m
James Cheng,"[[3, 8, 3, 1]]",0,1,1,m,0,0,1,1,m
Denis Yarats,"[[6, 3, 6], [3, 3, 3], [3, 3, 3]]",0,3,3,m,1,1,1,0,m
Rob Fergus,"[[6, 3, 6], [3, 3, 1]]",0,2,2,m,1,0,1,0,m
Deli Zhao,"[[6, 1], [3, 3, 3, 3], [6, 1, 6]]",0,3,3,m,1,1,0,0,m
Antonio Carta,"[[3, 1, 3], [3, 3, 1]]",0,2,2,m,0,1,0,1,m
Davide Bacciu,"[[3, 1, 3], [3, 3, 1]]",0,2,2,m,0,0,1,1,m
Patrick Kidger,"[[6, 8, 3]]",0,1,1,m,1,1,0,1,m
Terry Lyons,"[[6, 8, 3]]",0,1,1,m,1,0,1,1,m
Abhishek Das,"[[3, 8, 6], [3, 3, 3, 3]]",0,2,2,m,1,1,0,0,m
Jingwei Zhang,"[[3, 8, 6, 3], [6, 3, 3]]",0,2,2,m,0,1,0,1,m
Wolfram Burgard,"[[3, 8, 6, 3], [3, 3, 3], [3, 1, 3]]",0,3,3,m,0,0,1,1,m
Qitian Wu,"[[3, 1, 3]]",0,1,1,m,1,1,0,1,m
Ruiqi Guo,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,u
John Giorgi,"[[6, 3, 1]]",0,1,1,u,0,1,0,1,m
Bo Wang,"[[6, 3, 1], [3, 6, 1]]",0,2,2,m,1,0,1,1,m
Maitreya Patel,"[[1, 1, 6]]",0,1,1,m,0,1,0,1,m
Hemant A. Patil,"[[1, 1, 6]]",0,1,1,m,0,0,1,1,m
Oleh Rybkin,"[[6, 3, 6], [3, 3, 6], [1, 3, 1]]",0,3,3,m,1,1,0,0,m
Reuben Tan,"[[6, 6, 3, 3]]",0,1,1,m,0,1,0,1,m
Bryan A. Plummer,"[[6, 6, 3, 3], [6, 6, 3]]",0,2,2,m,0,1,1,1,m
Alex Hernandez-Garcia,"[[3, 1, 3], [3, 6, 3]]",0,2,2,m,0,1,0,1,m
Peter König,"[[3, 1, 3], [3, 1, 3], [3, 6, 3]]",0,3,3,m,0,0,1,0,m
Aibek Alanov,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Yong Shi,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Fan Meng,"[[3, 6, 1]]",0,1,1,m,0,0,1,1,m
Pak Lun Kevin Ding,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,u
Zhizhong Wang,"[[1, 1, 1], [1, 3, 1]]",0,2,2,u,0,1,0,1,u
Dongming Lu,"[[1, 1, 1], [1, 3, 1]]",0,2,2,u,0,0,1,1,u
Dandan Guo,"[[1, 1, 8, 8, 8]]",0,1,1,u,0,1,0,0,m
Julian Zilly,"[[3, 3, 3], [3, 1, 1]]",0,2,2,m,0,1,0,1,m
Emilio Frazzoli,"[[3, 3, 3], [3, 1, 1]]",0,2,2,m,1,0,1,1,m
Nathan Lambert,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Roberto Calandra,"[[3, 3, 3], [3, 1, 1], [3, 1, 3]]",0,3,3,m,1,0,1,0,m
Gabriel Erion,"[[8, 3, 1]]",0,1,1,m,0,1,0,1,f
Su-In Lee,"[[8, 3, 1], [3, 1, 6]]",0,2,2,f,0,0,1,0,f
Anand Ramakrishnan,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Kent Evans,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Zhongpai Gao,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Xiaokang Yang,"[[3, 1, 3], [3, 6, 3]]",0,2,2,m,1,0,1,1,m
Lisa Lee,"[[3, 3, 3], [3, 3, 6]]",0,2,2,f,0,1,0,0,m
Ronan Le Bras,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Ari Morcos,"[[3, 3, 3], [1, 3, 6, 3], [3, 1, 1], [3, 8, 3]]",0,4,4,m,0,0,1,0,m
Deepak Babu Sam,"[[8, 3, 6, 3]]",0,1,1,m,0,1,0,1,u
Venkatesh Babu RADHAKRISHNAN,"[[8, 3, 6, 3]]",0,1,1,u,0,0,1,1,u
Jie Chen,"[[6, 1, 3, 3], [6, 3, 3], [3, 6, 6], [3, 6, 3]]",0,4,4,m,1,1,1,0,m
Ronny Luss,"[[6, 1, 3, 3], [6, 6, 6, 1]]",0,2,2,m,0,0,1,1,m
Mohammed Amin Abdullah,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Jun Wang,"[[3, 3, 3], [1, 1, 1], [1, 1, 3], [6, 3, 6], [1, 6, 3], [6, 3, 3]]",0,6,6,m,1,0,1,0,m
Qingtian Zhang,"[[1, 6, 1]]",0,1,1,u,1,1,0,1,m
Huaqiang Wu,"[[1, 6, 1]]",0,1,1,m,1,0,1,1,m
Zebang Shen,"[[3, 6, 8, 3]]",0,1,1,m,0,1,0,1,m
Alejandro Ribeiro,"[[3, 6, 8, 3]]",0,1,1,m,0,0,1,0,m
Marko Vasic,"[[3, 6, 6]]",0,1,1,m,0,1,0,0,m
Sarfraz Khurshid,"[[3, 6, 6]]",0,1,1,m,0,0,1,1,m
Junren Luo,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Shaofei Chen,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Zhuang Liu,"[[3, 3, 6], [6, 6, 6], [8, 1, 3]]",0,3,3,m,1,1,0,0,m
Trevor Darrell,"[[3, 3, 6], [3, 6, 6], [6, 6, 3], [3, 3, 6], [3, 3, 1], [3, 6, 3], [3, 6, 3], [8, 1, 3]]",0,8,8,m,1,0,1,0,m
Antoine Simoulin,"[[1, 1, 3], [1, 1, 3]]",0,2,2,m,1,1,1,1,m
Reda Bahi Slaoui,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,u
Sébastien Toth,"[[3, 3, 3]]",0,1,1,u,0,0,1,1,u
Paul Michel,"[[6, 1, 3], [3, 6, 6]]",0,2,2,m,1,1,0,0,m
George Dasoulas,"[[6, 1, 3]]",0,1,1,m,1,1,0,1,m
Aladin Virmaux,"[[6, 1, 3]]",0,1,1,m,1,0,1,1,m
Sebastian Riedel,"[[6, 3, 6], [3, 3, 1]]",0,2,2,m,1,0,1,0,m
Kai Hu,"[[3, 3, 3], [3, 3, 3]]",0,2,2,m,0,1,0,1,m
Barnabas Poczos,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Hongduan Tian,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Qingshan Liu,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Terrance DeVries,"[[3, 1, 3]]",0,1,1,m,0,1,0,0,m
Michal Drozdzal,"[[3, 1, 3], [3, 3, 1]]",0,2,2,m,1,0,1,0,m
Dan Gutfreund,"[[1, 1, 3]]",0,1,1,m,1,0,1,1,m
Mikhail Khodak,"[[3, 3]]",0,1,1,m,1,1,0,0,f
Ella M. Gale,"[[3, 3, 8], [1, 3, 3, 3]]",0,2,2,f,0,1,0,0,m
Jeffrey S. Bowers,"[[3, 3, 8]]",0,1,1,m,0,0,1,1,m
Xu Zou,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Jie Tang,"[[3, 6, 3], [3, 6, 6], [3, 3, 3]]",0,3,3,m,1,0,1,0,m
Fatih Furkan Yilmaz,"[[6, 3]]",0,1,1,m,1,1,0,1,m
Reinhard Heckel,"[[6, 3], [1, 3, 3]]",0,2,2,m,1,0,1,0,m
Jasdeep Singh,"[[1, 8, 3]]",0,1,1,m,0,1,0,1,m
Yichuan Zhang,"[[3, 8, 3]]",0,1,1,m,1,1,0,0,m
José Miguel Hernández-Lobato,"[[3, 8, 3], [6, 3, 6, 6], [6, 3, 6], [3, 3, 3], [3, 3, 6, 1]]",0,5,5,m,1,0,1,0,m
Lu Jiang,"[[3, 6, 3], [6, 3, 3]]",0,2,2,m,1,1,0,0,m
Weilong Yang,"[[3, 6, 3]]",0,1,1,m,1,0,1,1,m
Rhodri Cusack,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,f
Anna Truzzi,"[[3, 3, 3]]",0,1,1,f,0,0,1,1,f
Mitchell Billard,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,u
Heather Patey,"[[1, 3, 1]]",0,1,1,u,0,0,1,1,u
John Osorio,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,u
Marc Casas,"[[3, 3, 3]]",0,1,1,u,0,0,1,1,u
Michael Cogswell,"[[6, 1, 6]]",0,1,1,m,0,1,0,0,m
Wei Wen,"[[3, 3, 3], [3, 1]]",0,2,2,m,0,1,0,0,m
Mukund Sudarshan,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Rajesh Ranganath,"[[6, 3, 3], [3, 8, 3]]",0,2,2,m,0,0,1,0,m
Wonryong Ryou,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Peng Zhou,"[[1, 3, 6]]",0,1,1,m,1,1,0,1,m
Qi Tian,"[[1, 3, 6], [3, 3, 6, 6]]",0,2,2,m,1,0,1,1,m
Murray Shanahan,"[[6, 6, 6], [6, 3, 1]]",0,2,2,m,1,1,1,0,m
Marta Garnelo,"[[6, 6, 6], [1, 6, 3, 6], [6, 3, 1]]",0,3,3,f,0,0,1,0,f
Kimberly M Villalobos,"[[6, 6, 3]]",0,1,1,f,0,1,0,1,m
Xavier Boix,"[[6, 6, 3], [8, 1, 3]]",0,2,2,m,1,0,1,0,m
Yanwei Fu,"[[3, 8, 6], [3, 3, 1, 6], [1, 3, 1], [3, 6, 3], [6, 6, 3], [1, 3, 3]]",0,6,6,m,0,1,0,0,m
Yuan Yao,"[[3, 8, 6], [3, 6, 3]]",0,2,2,m,0,0,1,0,m
Yu Cheng,"[[3, 3, 6], [6, 6, 6], [3, 3, 3], [1, 1, 3], [1, 6, 3]]",0,5,5,m,1,1,0,0,m
Nutan Chen,"[[1, 6, 6]]",0,1,1,m,0,1,0,1,m
Patrick van der Smagt,"[[1, 6, 6]]",0,1,1,m,1,0,1,0,m
Abdellatif Zaidi,"[[3, 3, 8, 6], [3, 3, 3]]",0,2,2,m,0,1,1,1,m
Inaki Estella Aguerri,"[[3, 3, 8, 6]]",0,1,1,m,0,0,1,1,m
Jiapeng Zhu,"[[3, 3, 3, 3], [6, 1, 6]]",0,2,2,m,0,1,0,1,m
Bowen Tan,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Eric Xing,"[[3, 3, 6], [6, 6, 6], [3, 6, 6], [6, 3, 1], [6, 6, 3], [3, 1, 6]]",0,6,6,m,1,0,1,0,m
Hui Chen,"[[1, 3, 1]]",0,1,1,m,1,1,0,1,m
Nanning Zheng,"[[1, 3, 1], [3, 3, 6]]",0,2,2,m,1,0,1,1,m
Graham Spinks,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Marie-Francine Moens,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Yuanhan Mo,"[[8, 3, 6]]",0,1,1,m,0,1,0,1,m
Yike Guo,"[[8, 3, 6], [3, 1, 3]]",0,2,2,m,0,0,1,1,m
Hirono Okamoto,"[[3, 1, 1]]",0,1,1,m,0,1,0,0,m
Yutaka Matsuo,"[[3, 1, 1], [3, 1, 3], [6, 3, 6]]",0,3,3,m,1,0,1,0,m
Victor Boutin,"[[3, 3, 3]]",0,1,1,u,0,1,0,0,m
Laurent Perrinet,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Maximilian Igl,"[[8, 3]]",0,1,1,m,1,1,0,0,m
Markus Wulfmeier,"[[3, 3, 6], [3, 1, 3], [6, 6, 3]]",0,3,3,m,1,1,0,0,m
Duc Bui,"[[8, 3, 1]]",0,1,1,m,0,1,0,1,m
Kang G. Shin,"[[8, 3, 1]]",0,1,1,m,0,0,1,1,m
serrurier Mathieu,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Edouard Pauwels,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Alessandro Luongo,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Alexander Amini,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,u
Yigit Ugur,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Benedek Rozemberczki,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Rik Sarkar,"[[6, 6, 3]]",0,1,1,m,0,0,1,1,m
Aviral Kumar,"[[6, 3, 1], [6, 3, 6]]",0,2,2,m,1,1,0,1,u
Rogan Morrow,"[[3, 3, 6], [3, 1, 3]]",0,2,2,u,0,1,0,1,m
Wei-Chen Chiu,"[[3, 3, 6], [3, 1, 3]]",0,2,2,m,0,0,1,1,m
Parsa Saadatpanah,"[[3, 3, 3, 6]]",0,1,1,m,0,1,0,1,u
Tim Repke,"[[1, 3]]",0,1,1,u,0,1,0,1,m
Ralf Krestel,"[[1, 3]]",0,1,1,m,0,0,1,1,m
Changhee Lee,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Mihailo Isakov,"[[3, 3, 3, 3]]",0,1,1,m,0,1,0,1,m
Michel A. Kinsy,"[[3, 3, 3, 3]]",0,1,1,m,0,0,1,1,m
Stephan Schonsheck,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Rongjie Lai,"[[6, 3, 3], [1, 6, 3], [3, 3, 3]]",0,3,3,m,1,0,1,1,m
Lei Yu,"[[3, 3, 6], [1, 6, 3], [3, 3, 3], [3, 1, 1]]",0,4,4,f,1,1,1,0,f
Chris Dyer,"[[3, 3, 6], [6, 6, 3], [3, 3, 3], [3, 3, 3]]",0,4,4,m,0,0,1,0,m
Xinyi Wang,"[[3, 6, 6]]",0,1,1,f,1,1,0,0,m
Jaime Carbonell,"[[3, 6, 6]]",0,1,1,m,0,0,1,0,m
Jongseok Lee,"[[3, 1, 3, 6]]",0,1,1,m,0,1,0,1,m
Rudolph Triebel,"[[3, 1, 3, 6]]",0,1,1,m,0,0,1,1,m
Kazuya Kawakami,"[[6, 6, 3]]",0,1,1,m,0,1,0,0,m
Aaron van den Oord,"[[6, 6, 3], [3, 3, 6, 3]]",0,2,2,m,1,0,1,0,m
Hazar Yueksel,"[[1, 8, 3, 3]]",0,1,1,m,0,1,0,1,m
Brian Kingsbury,"[[1, 8, 3, 3]]",0,1,1,m,1,0,1,0,m
Nuri Cingillioglu,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,f
Alessandra Russo,"[[1, 3, 3]]",0,1,1,f,1,0,1,1,f
Zhe Dong,"[[8, 3, 3], [3, 6, 3]]",0,2,2,m,0,1,0,1,m
Hung H. Bui,"[[8, 3, 3]]",0,1,1,m,0,0,1,1,m
Ernest K. Ryu,"[[1, 6, 6]]",0,1,1,m,0,1,0,1,m
Wotao Yin,"[[1, 6, 6], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
Aleksandr Ermolov,"[[3, 6, 1]]",0,1,1,m,1,1,0,1,m
Nicu Sebe,"[[3, 6, 1], [3, 3, 1], [6, 3, 1]]",0,3,3,m,1,0,1,0,m
Martin Wistuba,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,f
Tejaswini Pedapati,"[[6, 3, 6]]",0,1,1,f,0,0,1,1,f
Huazhe Xu,"[[3, 6, 6], [3, 6, 3]]",0,2,2,m,1,1,0,0,m
George H. Chen,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Jeremy C. Weiss,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Natasha Jaques,"[[3, 3, 3]]",0,1,1,f,1,1,0,0,f
Rosalind Picard,"[[3, 3, 3]]",0,1,1,f,0,0,1,1,f
Iulia Turc,"[[1, 6, 3]]",0,1,1,f,0,1,0,1,f
Kristina Toutanova,"[[1, 6, 3]]",0,1,1,f,0,0,1,0,f
Yueh-Hua Wu,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Farhan Damani,"[[6, 3, 3, 6]]",0,1,1,m,0,1,0,1,m
Stephen Ra,"[[6, 3, 3, 6]]",0,1,1,m,0,0,1,1,m
Michel Aractingi,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Tomi Silander,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Aravind Srinivas,"[[1, 1, 1], [3, 3, 6, 3]]",0,2,2,m,1,1,0,0,m
Wenpeng Hu,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Yu Bao,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,u
Eran Malach,"[[6, 3, 6]]",0,1,1,u,0,1,0,0,m
Shai Shalev-Shwartz,"[[6, 3, 6]]",0,1,1,m,1,0,1,0,m
Selam Waktola,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Krzysztof Grudzien,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Lisa Schut,"[[6, 1, 3]]",0,1,1,f,1,1,0,1,f
Mengyu Chu,"[[3, 8, 6, 3], [3, 3, 3]]",0,2,2,f,0,1,0,1,m
Nils Thürey,"[[3, 8, 6, 3]]",0,1,1,m,0,0,1,1,m
Zhiwei Wang,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Jiliang Tang,"[[3, 3, 6], [6, 3, 6, 3]]",0,2,2,m,1,0,1,1,m
Taojiannan Yang,"[[3, 6, 3], [6, 3, 8]]",0,2,2,m,0,1,0,1,m
Chen Chen,"[[3, 6, 3], [6, 3, 8]]",0,2,2,m,1,0,1,1,m
Gaurav Gupta,"[[1, 1, 6]]",0,1,1,m,0,1,0,0,f
Wan-Yi Lin,"[[1, 1, 6]]",0,1,1,f,1,0,1,1,f
Alexander A. Alemi,"[[3, 6, 3]]",0,1,1,m,0,0,1,0,m
Sunghyun Kim,"[[3, 1, 6, 6]]",0,1,1,m,0,1,0,1,m
Changho Suh,"[[3, 1, 6, 6], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
Alejandro Newell,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,u
Romain Cosentino,"[[8, 3, 3]]",0,1,1,u,0,1,0,0,m
Behnaam Aazhang,"[[8, 3, 3]]",0,1,1,m,0,0,1,1,m
Ta-Chun Su,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Hsiang-Chih Cheng,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Jingkang Wang,"[[3, 8, 3]]",0,1,1,m,1,1,0,0,m
Siyu Zhou,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Heni Ben Amor,"[[3, 1, 3], [6, 3, 1]]",0,2,2,m,0,0,1,1,m
Liu Liu,"[[6, 3, 3], [6, 6, 3], [6, 3, 3]]",0,3,3,f,1,1,0,0,m
Yuan Xie,"[[6, 3, 3], [3, 6, 3]]",0,2,2,m,1,0,1,0,m
Heejae Kim,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Chan-Hyun Youn,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Kunal Dahiya,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Manik Varma,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Yi Loo,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Ngai-Man Cheung,"[[3, 3, 3], [1, 6, 6]]",0,2,2,m,0,0,1,1,m
Ali Hussein,"[[1, 1, 1], [1, 1, 1]]",0,2,2,m,0,1,0,1,f
Samiiha Nalwooga,"[[1, 1, 1]]",0,1,1,f,0,0,1,1,f
Dilin Wang,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Maxence Ernoult,"[[3, 3, 8]]",0,1,1,m,0,1,0,1,m
Benjamin Scellier,"[[3, 3, 8]]",0,1,1,m,0,0,1,0,m
Lin Meng,"[[6, 3, 1], [6, 3, 3]]",0,2,2,u,0,1,1,1,u
Jiawei Zhang,"[[6, 3, 1], [6, 3, 3]]",0,2,2,u,0,1,1,0,u
Zhiwen Zuo,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Yuxiang Yang,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Xin Wang,"[[6, 3, 6], [3, 1, 3], [6, 3, 1]]",0,3,3,m,1,1,0,0,m
Sujith Ravi,"[[6, 3, 6], [6, 6, 6]]",0,2,2,m,0,0,1,0,m
Filippo Maria Bianchi,"[[3, 8, 3]]",0,1,1,m,0,1,0,1,m
Cesare Alippi,"[[3, 8, 3]]",0,1,1,m,1,0,1,1,m
Simon Schmitt,"[[6, 6, 6]]",0,1,1,m,1,1,0,1,m
Rishabh Agarwal,"[[3, 3, 3]]",0,1,1,m,1,1,0,1,m
Michele Donini,"[[6, 1]]",0,1,1,m,0,1,0,1,m
Paolo Frasconi,"[[6, 1]]",0,1,1,m,1,0,1,0,m
Yihan Jiang,"[[1, 1, 3]]",0,1,1,m,0,1,0,0,m
Sreeram Kannan,"[[1, 1, 3]]",0,1,1,m,0,0,1,0,m
Yiping Lu,"[[3, 1, 3], [3, 8, 1]]",0,2,2,m,0,1,0,0,m
Henry Gouk,"[[3, 1, 1]]",0,1,1,m,1,1,0,1,m
Timothy M. Hospedales,"[[3, 1, 1], [3, 3, 6]]",0,2,2,m,0,0,1,0,m
Qipin Chen,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Wenrui Hao,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Fabian B. Fuchs,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Yuping Lin,"[[1, 3, 6]]",0,1,1,m,0,1,0,1,m
Hui Jiang,"[[1, 3, 6], [1, 1, 1, 1], [1, 1, 1, 1]]",0,3,3,m,0,1,1,0,m
Kewei Cheng,"[[3, 3, 1]]",0,1,1,f,0,1,0,1,f
Yizhou Sun,"[[3, 3, 1], [1, 3, 3, 3], [3, 6, 3], [8, 1, 3], [3, 6, 6], [3, 3, 6], [6, 1, 3]]",0,7,7,f,1,0,1,1,f
Tianhe Yu,"[[3, 6, 3], [3, 3, 3, 6]]",0,2,2,m,1,1,0,0,m
Ramon Izquierdo Cordova,"[[3, 6, 3, 6]]",0,1,1,m,0,1,0,1,m
Walterio Mayol Cuevas,"[[3, 6, 3, 6]]",0,1,1,m,0,0,1,1,m
Arthur Guez,"[[6, 6, 6]]",0,1,1,m,1,1,0,0,m
Nicolas Heess,"[[6, 6, 6], [1, 3, 3]]",0,2,2,m,1,0,1,0,m
Hassan Kané,"[[1, 1, 1], [1, 1, 3]]",0,2,2,m,0,1,0,1,m
Mohamed Coulibali,"[[1, 1, 1], [1, 1, 3]]",0,2,2,m,0,0,1,1,m
Jianguo Li,"[[3, 3, 8]]",0,1,1,m,0,1,0,0,m
Aaron Defazio,"[[3, 1, 3]]",0,1,1,m,1,1,0,0,m
Leon Bottou,"[[3, 1, 3], [8, 3, 3]]",0,2,2,m,0,0,1,0,m
Leonid Butyrev,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Christopher Mutschler,"[[3, 1, 3], [1, 1, 1]]",0,2,2,m,1,1,1,1,m
Lukas Jendele,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Otmar Hilliges,"[[6, 6, 3]]",0,1,1,m,0,0,1,0,m
Hanbo Zhang,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
El-Mahdi El-Mhamdi,"[[1, 3, 8], [3, 6, 3]]",0,2,2,m,0,1,0,1,m
Sergei Volodin,"[[1, 3, 8]]",0,1,1,m,0,0,1,1,m
Kainan Peng,"[[3, 6, 1], [8, 6, 3]]",0,2,2,m,0,1,0,0,m
Kexin Zhao,"[[3, 6, 1], [8, 6, 3]]",0,2,2,m,1,0,1,0,m
Jiawei Ma*,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Shih-Fu Chang,"[[6, 1, 3], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
NhatHai Phan,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Dejing Dou,"[[3, 3, 6], [3, 1], [3, 6, 6], [3, 3, 3], [1, 3, 3]]",0,5,5,m,1,0,1,1,m
Ruibin Xiong,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Edo Cohen-Karlik,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Zhijie Deng,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Andrey Voynov,"[[3, 3, 8]]",0,1,1,m,1,1,0,1,f
Julie Josse,"[[6, 6, 6]]",0,1,1,f,0,1,0,1,m
Jean-Philippe Vert,"[[6, 6, 6]]",0,1,1,m,0,0,1,1,m
Yuexin Wu,"[[3, 1, 8]]",0,1,1,m,0,1,0,1,f
Yiming Yang,"[[3, 1, 8], [6, 3, 3, 3], [3, 3, 3]]",0,3,3,f,1,0,1,0,f
Yuhang Zhang,"[[1, 6, 6]]",0,1,1,m,0,1,0,1,m
Robert Caiming Qiu,"[[1, 6, 6]]",0,1,1,m,0,0,1,1,m
Yujia Liu,"[[3, 3, 1]]",0,1,1,f,1,1,0,1,m
Ming Jiang,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Attila Szabo,"[[3, 3, 8]]",0,1,1,m,0,1,0,1,m
Paolo Favaro,"[[3, 3, 8]]",0,1,1,m,0,0,1,0,m
Hwanjun Song,"[[3, 3, 6, 3], [3, 6, 3]]",0,2,2,m,0,1,0,0,m
Jae-Gil Lee,"[[3, 3, 6, 3], [3, 6, 3]]",0,2,2,m,0,0,1,0,m
Duo Xu,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Faramarz Fekri,"[[3, 1, 3]]",0,1,1,m,0,0,1,0,m
Tatsuya Yokota,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Andrzej Cichocki,"[[6, 6, 6]]",0,1,1,m,0,0,1,0,m
Yijie Guo,"[[6, 1, 3]]",0,1,1,f,1,1,0,0,m
Huseyin A. Inan,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Huapu Pan,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Benson Chen,"[[6, 6, 1]]",0,1,1,m,1,1,0,0,f
Yue Xing,"[[6, 1, 3]]",0,1,1,f,0,1,0,1,m
Guang Cheng,"[[6, 1, 3]]",0,1,1,m,1,0,1,1,m
Dibya Ghosh,"[[6, 3, 6]]",0,1,1,m,1,1,0,0,m
Marton Havasi,"[[6, 3, 6, 6], [3, 3, 6, 1]]",0,2,2,m,1,1,0,0,m
Noveen Sachdeva,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Thorsten Joachims,"[[6, 3, 3]]",0,1,1,m,0,0,1,0,m
Yash Garg,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
K. Selcuk Candan,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
